lon,lat
42.19,-4.331363636363637
42.19,-4.092727272727274
42.19,-3.85409090909091
42.19,-3.615454545454546
42.19,-3.3768181818181824
42.19,-3.1381818181818186
42.19,-2.899545454545455
42.19,-2.660909090909091
42.19,-2.4222727272727274
42.19,-2.1836363636363636
42.19,-1.9449999999999998
42.19,-1.706363636363636
42.19,-1.4677272727272723
42.19,-1.2290909090909086
42.19,-0.9904545454545449
42.19,-0.7518181818181813
42.19,-0.5131818181818176
42.19,-0.274545454545454
42.19,-0.035909090909090335
42.19,0.2027272727272733
42.19,0.44136363636363696
42.19,0.6800000000000006
42.19,0.9186363636363643
42.19,1.157272727272728
42.19,1.3959090909090914
42.19,1.6345454545454552
42.19,1.873181818181819
42.19,2.1118181818181827
42.19,2.3504545454545465
42.19,2.58909090909091
42.19,2.827727272727274
42.19,3.0663636363636377
42.19,3.3050000000000015
42.19,3.5436363636363652
42.19,3.782272727272729
42.19,4.020909090909092
42.19,4.259545454545456
42.19,4.498181818181819
42.19,4.736818181818182
42.19,4.975454545454546
42.19,5.214090909090909
42.19,5.452727272727272
42.19,5.6913636363636355
42.19,5.929999999999999
42.19,6.168636363636362
42.19,6.4072727272727255
42.19,6.645909090909089
42.19,6.884545454545452
42.19,7.123181818181815
42.19,7.361818181818179
42.19,7.600454545454542
42.19,7.839090909090905
42.19,8.07772727272727
42.19,8.316363636363633
42.428636363636365,-4.57
42.428636363636365,-4.331363636363637
42.428636363636365,-4.092727272727274
42.428636363636365,-3.85409090909091
42.428636363636365,-3.615454545454546
42.428636363636365,-3.3768181818181824
42.428636363636365,-3.1381818181818186
42.428636363636365,-2.899545454545455
42.428636363636365,-2.660909090909091
42.428636363636365,-2.4222727272727274
42.428636363636365,-2.1836363636363636
42.428636363636365,-1.9449999999999998
42.428636363636365,-1.706363636363636
42.428636363636365,-1.4677272727272723
42.428636363636365,-1.2290909090909086
42.428636363636365,-0.9904545454545449
42.428636363636365,-0.7518181818181813
42.428636363636365,-0.5131818181818176
42.428636363636365,-0.274545454545454
42.428636363636365,-0.035909090909090335
42.428636363636365,0.2027272727272733
42.428636363636365,0.44136363636363696
42.428636363636365,0.6800000000000006
42.428636363636365,0.9186363636363643
42.428636363636365,1.157272727272728
42.428636363636365,1.3959090909090914
42.428636363636365,1.6345454545454552
42.428636363636365,1.873181818181819
42.428636363636365,2.1118181818181827
42.428636363636365,2.3504545454545465
42.428636363636365,2.58909090909091
42.428636363636365,2.827727272727274
42.428636363636365,3.0663636363636377
42.428636363636365,3.3050000000000015
42.428636363636365,3.5436363636363652
42.428636363636365,3.782272727272729
42.428636363636365,4.020909090909092
42.428636363636365,4.259545454545456
42.428636363636365,4.498181818181819
42.428636363636365,4.736818181818182
42.428636363636365,4.975454545454546
42.428636363636365,5.214090909090909
42.428636363636365,5.452727272727272
42.428636363636365,5.6913636363636355
42.428636363636365,5.929999999999999
42.428636363636365,6.168636363636362
42.428636363636365,6.4072727272727255
42.428636363636365,6.645909090909089
42.428636363636365,6.884545454545452
42.428636363636365,7.123181818181815
42.428636363636365,7.361818181818179
42.428636363636365,7.600454545454542
42.428636363636365,7.839090909090905
42.428636363636365,8.07772727272727
42.428636363636365,8.316363636363633
42.66727272727273,-4.57
42.66727272727273,-4.331363636363637
42.66727272727273,-4.092727272727274
42.66727272727273,-3.85409090909091
42.66727272727273,-3.615454545454546
42.66727272727273,-3.3768181818181824
42.66727272727273,-3.1381818181818186
42.66727272727273,-2.899545454545455
42.66727272727273,-2.660909090909091
42.66727272727273,-2.4222727272727274
42.66727272727273,-2.1836363636363636
42.66727272727273,-1.9449999999999998
42.66727272727273,-1.706363636363636
42.66727272727273,-1.4677272727272723
42.66727272727273,-1.2290909090909086
42.66727272727273,-0.9904545454545449
42.66727272727273,-0.7518181818181813
42.66727272727273,-0.5131818181818176
42.66727272727273,-0.274545454545454
42.66727272727273,-0.035909090909090335
42.66727272727273,0.2027272727272733
42.66727272727273,0.44136363636363696
42.66727272727273,0.6800000000000006
42.66727272727273,0.9186363636363643
42.66727272727273,1.157272727272728
42.66727272727273,1.3959090909090914
42.66727272727273,1.6345454545454552
42.66727272727273,1.873181818181819
42.66727272727273,2.1118181818181827
42.66727272727273,2.3504545454545465
