name,address,business_status,latitude,longitude,coordonnees_gps,temp
Padel Spot,"144 Rte de Vars, Gond-Pontouvre",OPERATIONAL,0.1626673,45.6708691,"45.6708691,0.1626673",0.1626673
4PADEL Limoges,"8 Rue de Buxerolles Etage 0, Limoges",OPERATIONAL,1.2626056,45.8705075,"45.8705075,1.2626056",1.2626056
RED STAR PADEL TENNIS CLUB,"81 Rue de Beaupuy, Limoges",OPERATIONAL,1.248949,45.84196499999999,"45.84196499999999,1.248949",1.248949
Terrain de padel - Legrand Bas Fargeas,"41bis Rue de Feytiat, Limoges",OPERATIONAL,1.2847952,45.8227918,"45.8227918,1.2847952",1.2847952
AIXE TC,"4 Rue maurice ravel, Aixe-sur-Vienne",OPERATIONAL,1.131162,45.790531,"45.790531,1.131162",1.131162
Access Padel,"Rte de Châteaugay, Malauzat",OPERATIONAL,3.0621546,45.8453175,"45.8453175,3.0621546",3.0621546
Bad Hit,"89 Rue de la Pradelle, Clermont-Ferrand",OPERATIONAL,3.1052824,45.77291839999999,"45.77291839999999,3.1052824",3.1052824
CLERMONT U.C.,"7 Impasse du Berry, Cournon-d'Auvergne",OPERATIONAL,3.106079,45.758198,"45.758198,3.106079",3.106079
CUC Tennis Club,"Vallières, Clermont-Ferrand",OPERATIONAL,3.0853246,45.7625701,"45.7625701,3.0853246",3.0853246
BLANZAT (F.R),"Annette, Blanzat",OPERATIONAL,3.077898,45.828943,"45.828943,3.077898",3.077898
PLAYER 63,"4 Rue des Loyes, Pont-du-Château",OPERATIONAL,3.2240798,45.7874293,"45.7874293,3.2240798",3.2240798
LEMPDES (ATLETIC CLUB),"route de la Piscine, Lempdes",OPERATIONAL,3.192571,45.77758799999999,"45.77758799999999,3.192571",3.192571
HPark by Aurélien Rougerie,"Rue de l'Eminee, Clermont-Ferrand",OPERATIONAL,3.1416358,45.7621483,"45.7621483,3.1416358",3.1416358
Cabinet PADEL,"41 Rue de Lyon, Boën-sur-Lignon",OPERATIONAL,4.006283499999999,45.742742,"45.742742,4.006283499999999",4.006283499999999
Cabinet PADEL - Géomètre Expert (permanence),"Pl. de Verdun, Saint-Germain-Laval",OPERATIONAL,4.0127446,45.8310579,"45.8310579,4.0127446",4.0127446
SARCEY (AAT DE),"330 Rte de Saint-Romain, Sarcey",OPERATIONAL,4.5543637,45.8764547,"45.8764547,4.5543637",4.5543637
Padel,Chazay-d'Azergues,OPERATIONAL,4.7231619,45.8872497,"45.8872497,4.7231619",4.7231619
WE ARE SPORTS,"221 Av. Francis de Pressensé, Vénissieux",OPERATIONAL,4.8760197,45.7111779,"45.7111779,4.8760197",4.8760197
TCM5,"57 Rue des Aqueducs, Lyon",OPERATIONAL,4.791231,45.7590616,"45.7590616,4.791231",4.791231
Set and Match Craponne,"69 Rue Joseph Moulin, Craponne",OPERATIONAL,4.7092527,45.7424326,"45.7424326,4.7092527",4.7092527
DARDILLY CHAMPAGNE (TENNIS CLUB),"All. des Tennis, Champagne-au-Mont-d'Or",OPERATIONAL,4.771335,45.8015791,"45.8015791,4.771335",4.771335
Lou Tennis Club,"1 Quai Fillon, Lyon",OPERATIONAL,4.8251725,45.71985069999999,"45.71985069999999,4.8251725",4.8251725
ESPB TENNIS,"Rue Charles de Gaulle, Pierre-Bénite",OPERATIONAL,4.829524999999999,45.704234,"45.704234,4.829524999999999",4.829524999999999
Factory Sports Games,"50 Rte de Saint-Antoine, Chazay-d'Azergues",OPERATIONAL,4.7216857,45.8874393,"45.8874393,4.7216857",4.7216857
Esprit Padel,"155 Rte de Grenoble, Saint-Priest",OPERATIONAL,4.9744611,45.7103543,"45.7103543,4.9744611",4.9744611
All In Badminton & Padel Lyon,"2 Av. Simone Veil, Décines-Charpieu",OPERATIONAL,4.9794657,45.767642,"45.767642,4.9794657",4.9794657
asptt tennis,"chemin des bouchets, Saint-Priest",OPERATIONAL,4.936503,45.722684,"45.722684,4.936503",4.936503
CHASSIEU TENNIS,"125 Rue des Roberdières, Chassieu",OPERATIONAL,4.9587001,45.74753949999999,"45.74753949999999,4.9587001",4.9587001
MUNICIPAL 5EME (TENNIS CLUB),"57 Rue des Aqueducs, Lyon",OPERATIONAL,4.790964499999999,45.7590879,"45.7590879,4.790964499999999",4.790964499999999
Pôle de Loisirs OL Vallée,Décines-Charpieu,OPERATIONAL,4.9805525,45.7681842,"45.7681842,4.9805525",4.9805525
GiveMeFive,"432 Rue des Valets, Montluel",OPERATIONAL,5.0568837,45.8456172,"45.8456172,5.0568837",5.0568837
Tennis Club,"Av. Lucien Tendret, Belley",OPERATIONAL,5.6796069,45.7585764,"45.7585764,5.6796069",5.6796069
Padel Château Brachet,"397 Rte de Droise, Grésy-sur-Aix",OPERATIONAL,5.9248724,45.7291609,"45.7291609,5.9248724",5.9248724
VALLIERES TENNIS CLUB,"Rte sur les Marais, Vallières-sur-Fier",OPERATIONAL,5.937045,45.89319,"45.89319,5.937045",5.937045
SEYNOD ETOILE SPORTIVE TC,"44 Rue des Sports, SEYNOD",OPERATIONAL,6.089623,45.884472,"45.884472,6.089623",6.089623
GRESY SUR AIX TC,"Rte d'Antoger, Grésy-sur-Aix",OPERATIONAL,5.918158,45.7277908,"45.7277908,5.918158",5.918158
Tennis Club,"397 Rte du Laudon, Saint-Jorioz",OPERATIONAL,6.1666855,45.8365126,"45.8365126,6.1666855",6.1666855
DOUSSARD TENNIS CLUB,"Rte d'Annecy, Doussard",OPERATIONAL,6.212587,45.800094,"45.800094,6.212587",6.212587
ANNECY TENNIS,"58 Rue des Marquisats, Annecy",OPERATIONAL,6.136346,45.891628,"45.891628,6.136346",6.136346
FAVERGES TC,"165 Rte d'Albertville, Faverges",OPERATIONAL,6.2975786,45.7485335,"45.7485335,6.2975786",6.2975786
LA CLUSAZ TC,"125-127 Route de l'Etale, La Clusaz",OPERATIONAL,6.423353,45.904427,"45.904427,6.423353",6.423353
Tennis de La Clusaz,"10 Rte de Plattuy, La Clusaz",OPERATIONAL,6.4417564,45.90657299999999,"45.90657299999999,6.4417564",6.4417564
MEGEVE TENNIS CLUB,"Rte de la Plaine, Megève",OPERATIONAL,6.621104,45.862602,"45.862602,6.621104",6.621104
HOUCHES (LES) TENNIS CLUB,Les Houches,OPERATIONAL,6.776688999999999,45.894954,"45.894954,6.776688999999999",6.776688999999999
LES CONTAMINES MONTJOIE TC,"Parc de Loisirs de, Le Pontet, Les Contamines-Montjoie",OPERATIONAL,6.7239352,45.8034228,"45.8034228,6.7239352",6.7239352
Bel Air - Padel & Tennis club,"Frazione Les Iles, 1, Gressan",OPERATIONAL,7.2918373,45.7225935,"45.7225935,7.2918373",7.2918373
Padel Arvier,"Loc st, Via Saint Antoine, 27, Arvier",OPERATIONAL,7.1680515,45.7022152,"45.7022152,7.1680515",7.1680515
SportVallée,"Via Adamello, 20, Aosta",OPERATIONAL,7.3106532,45.7396051,"45.7396051,7.3106532",7.3106532
Tennis Courmayeur,"Via dello Stadio, 1, Courmayeur",OPERATIONAL,6.9652233,45.7943153,"45.7943153,6.9652233",6.9652233
Tennis Squash Sarre,"Frazione Maillod, 6, Sarre",OPERATIONAL,7.2619918,45.7181178,"45.7181178,7.2619918",7.2619918
Arena Sport Aosta Tennis Beach Paddle,"Via Giuseppe Mazzini, 1, Aosta",OPERATIONAL,7.32661,45.7364959,"45.7364959,7.32661",7.32661
Circolo Tennis Saint-Christophe,Saint-Christophe,OPERATIONAL,7.3604074,45.7437311,"45.7437311,7.3604074",7.3604074
Padel center Cureggio,"Via S. Lorenzo, 16, Cureggio",OPERATIONAL,8.4622824,45.6720942,"45.6720942,8.4622824",8.4622824
Roccapadel,"Via al Sesia, Roccapietra",OPERATIONAL,8.273258799999999,45.78697830000001,"45.78697830000001,8.273258799999999",8.273258799999999
FOURAS TC,"4 Rue des Epinettes, Fouras",OPERATIONAL,-1.0908248,45.9904251,"45.9904251,-1.0908248",-1.0908248
La Raquette Cayenne,"Rte de Sauzelle, Saint-Pierre-d'Oléron",OPERATIONAL,-1.3101211,45.9495446,"45.9495446,-1.3101211",-1.3101211
SAR Tennis Squash Padel,"Complexe du Polygone, Av. de Torrelavega, Rochefort",OPERATIONAL,-0.9675317999999998,45.9263153,"45.9263153,-0.9675317999999998",-0.9675317999999998
ROCHEFORT SA,"Av. de Torrelavega, Rochefort",OPERATIONAL,-0.967323,45.925362,"45.925362,-0.967323",-0.967323
GANNAT (TENNIS CLUB),"47 Rue Jules Bertin, Gannat",OPERATIONAL,3.1978119,46.0827831,"46.0827831,3.1978119",3.1978119
Pôle raquette,Châtel-Guyon,OPERATIONAL,3.0723664,45.9155504,"45.9155504,3.0723664",3.0723664
Padel Cusset,"Rue de Banville, Cusset",OPERATIONAL,3.4692155,46.133793,"46.133793,3.4692155",3.4692155
BELLERIVE (TENNIS CLUB),"COSEC, Bellerive-sur-Allier",OPERATIONAL,3.399003,46.1197646,"46.1197646,3.399003",3.399003
ROANNE TENNIS CLUB,"103 Rue du Moulin À Vent, Roanne",OPERATIONAL,4.0557417,46.0203552,"46.0203552,4.0557417",4.0557417
MATEL SPORTS TENNIS,"63 Rue Charlie Chaplin, Roanne",OPERATIONAL,4.09243,46.05286,"46.05286,4.09243",4.09243
Conca Sport,"172 Chem. des Dorriers, Massieux",OPERATIONAL,4.8349606,45.9097798,"45.9097798,4.8349606",4.8349606
All In Padel Shop,"1099 Bd Burdeau, Villefranche-sur-Saône",OPERATIONAL,4.732181,45.9982943,"45.9982943,4.732181",4.732181
AMBERIEUX-LUCENAY-MORANCE(TENNIS CLUB),"Route des Chères, Morancé",OPERATIONAL,4.7132052,45.8895174,"45.8895174,4.7132052",4.7132052
MARCILLOIS (TENNIS CLUB),"Mairie de, Marcilly-d'Azergues",OPERATIONAL,4.7294895,45.87580759999999,"45.87580759999999,4.7294895",4.7294895
ATQSG Tennis Quincieux / Saint-Germain-au-Mont-d'Or,"2 Chem. de la Bottière, Quincieux",OPERATIONAL,4.7735237,45.9167536,"45.9167536,4.7735237",4.7735237
Tennis-Club De Pringy,"557 Rte du Plateau, Annecy",OPERATIONAL,6.1143903,45.9426095,"45.9426095,6.1143903",6.1143903
Annecy Tennis,"37 Bd du Fier, Annecy",OPERATIONAL,6.1164539,45.9195299,"45.9195299,6.1164539",6.1164539
Double Break,"14 Av. de la Plaine, Annecy",OPERATIONAL,6.131289799999999,45.9082868,"45.9082868,6.131289799999999",6.131289799999999
ROC MULTISPORT - Encadrement Sportif Outdoor,"165 Rte des Tappes, Dingy-Saint-Clair",OPERATIONAL,6.2239584,45.9258243,"45.9258243,6.2239584",6.2239584
ARGONAY TENNIS CLUB,"140 Rte de Champ Moisi, Argonay",OPERATIONAL,6.142822199999999,45.9423866,"45.9423866,6.142822199999999",6.142822199999999
MARIGNIER TENNIS CLUB,"Av. du Stade, Marignier",OPERATIONAL,6.500168,46.082062,"46.082062,6.500168",6.500168
Cluses Scionzier Tennis Club,"55 Rue du Stade, Cluses",OPERATIONAL,6.5638221,46.062832,"46.062832,6.5638221",6.5638221
SAMOENS TC,"168 RUE DE COSSIN, Verchaix",OPERATIONAL,6.711039,46.080868,"46.080868,6.711039",6.711039
MARNAZ TENNIS CLUB,"209 Avenue de la Tour de Fer, Saint-Jeoire",OPERATIONAL,6.5268627,46.0606044,"46.0606044,6.5268627",6.5268627
Proshop Tennis,"540 Prom. du Fori, Chamonix-Mont-Blanc",OPERATIONAL,6.8728076,45.9296279,"45.9296279,6.8728076",6.8728076
PADEL INDOOR,"SS33 del Sempione, 33, Baveno",OPERATIONAL,8.459977,45.9253606,"45.9253606,8.459977",8.459977
Loix Tennis Couardais (Tennis de Loix),"Chem. du Corps de Garde, Loix",OPERATIONAL,-1.4289465,46.228182,"46.228182,-1.4289465",-1.4289465
School Of Stand Up Paddle Papaï Paddle Location Sup - Ile De Ré,"Plage des Gollandières, Le Bois-Plage-en-Ré",OPERATIONAL,-1.393801,46.177333,"46.177333,-1.393801",-1.393801
LE 20EME SET,"Av. du Général de Gaulle, La Tranche-sur-Mer",OPERATIONAL,-1.4377911,46.3507385,"46.3507385,-1.4377911",-1.4377911
20èmeset Tranchais,"Av. du Général de Gaulle, La Tranche-sur-Mer",OPERATIONAL,-1.435359,46.3504099,"46.3504099,-1.435359",-1.435359
4PADEL La Rochelle,"24 Av. Paul Langevin, Perigny",OPERATIONAL,-1.091597,46.161833,"46.161833,-1.091597",-1.091597
Lagord Tennis Squash,"Av. du Fief des Jarries, Lagord",OPERATIONAL,-1.1585173,46.1938858,"46.1938858,-1.1585173",-1.1585173
ATLANTIC STADIUM MULTISPORTS,"24 Av. Paul Langevin, Perigny",OPERATIONAL,-1.0911951,46.1617921,"46.1617921,-1.0911951",-1.0911951
FLOTTAIS TC,"Rue du Calvaire, Lagord",OPERATIONAL,-1.1392896,46.1800532,"46.1800532,-1.1392896",-1.1392896
Le Five La Rochelle,"24 Av. Paul Langevin, Perigny",OPERATIONAL,-1.0915968,46.16183179999999,"46.16183179999999,-1.0915968",-1.0915968
Tennispro La Rochelle,"6 Rue de Belgique, Puilboreau",OPERATIONAL,-1.1188712,46.177238,"46.177238,-1.1188712",-1.1188712
Arena padel,"3 Rue Condorcet, Niort",OPERATIONAL,-0.4030194,46.3375451,"46.3375451,-0.4030194",-0.4030194
Tennis Club,"168 Rue Saint-Symphorien, Niort",OPERATIONAL,-0.4717750000000001,46.311882,"46.311882,-0.4717750000000001",-0.4717750000000001
Stade Niortais Tennis,"57 Rue Sarrazine, Niort",OPERATIONAL,-0.4576238,46.3349328,"46.3349328,-0.4576238",-0.4576238
CIVRAISIEN TC,"Beauséjour, Civray",OPERATIONAL,0.2863897,46.1368781,"46.1368781,0.2863897",0.2863897
Plateau sportif,Domérat,OPERATIONAL,2.5317998,46.3625224,"46.3625224,2.5317998",2.5317998
E.D.S MONTLUCON,"16 rue de la Treille, Vaux",OPERATIONAL,2.589269,46.365307,"46.365307,2.589269",2.589269
le Central,"Rue Pierre Dupont, Montluçon",OPERATIONAL,2.579308,46.3420536,"46.3420536,2.579308",2.579308
DOMERAT (TENNIS CLUB),"3 Rue des Bidonnes, Domérat",OPERATIONAL,2.531285,46.363388,"46.363388,2.531285",2.531285
padel des ancises vichy,"Rue des Ancises, Creuzier-le-Neuf",OPERATIONAL,3.4542939,46.1826762,"46.1826762,3.4542939",3.4542939
CHAUFFAILLES E.S.,"parc des sports, Ligny-en-Brionnais",OPERATIONAL,4.336392,46.201665,"46.201665,4.336392",4.336392
Padel Mâcon,"233 Rue d'Ozenay, Mâcon",OPERATIONAL,4.8131731,46.2875129,"46.2875129,4.8131731",4.8131731
SO Club,"39 Chem. des Liavoles, Viriat",OPERATIONAL,5.2062156,46.2342733,"46.2342733,5.2062156",5.2062156
FLEYRIAT (TENNIS SQUASH),"Le Vieux Fleyriat, Viriat",OPERATIONAL,5.203283,46.234615,"46.234615,5.203283",5.203283
A.S. Péronnas Tennis,"Zone de Loisirs (club à côté de la salle des fêtes Adresse postale:, 89 Rue de la Poste, Péronnas",OPERATIONAL,5.2087607,46.1771659,"46.1771659,5.2087607",5.2087607
Padel REDSPORT-LANDAGORA,"Av. du Curé Baud 84, Lancy",OPERATIONAL,6.1147123,46.1742139,"46.1742139,6.1147123",6.1147123
Tennis de Vernier,"Via Monnet 10, Vernier",OPERATIONAL,6.0814083,46.2186304,"46.2186304,6.0814083",6.0814083
Padel Helvetia,"Via Monnet 10, Vernier",OPERATIONAL,6.0823656,46.2184493,"46.2184493,6.0823656",6.0823656
Bernex Tennis Club,"Chem. du Gamay, Bernex",OPERATIONAL,6.0726244,46.1715526,"46.1715526,6.0726244",6.0726244
SAINT GENIS POUILLY (TC),"33 Rue des Écoles, Saint-Genis-Pouilly",OPERATIONAL,6.029807,46.245264,"46.245264,6.029807",6.029807
4PADEL Annemasse,"16 Rue Deux Montagnes (Québec), Ville-la-Grand",OPERATIONAL,6.2804372,46.2065902,"46.2065902,6.2804372",6.2804372
Padel de Collonge-Bellerive,"Chem. de Relion 15, Collonge-Bellerive",OPERATIONAL,6.199597,46.253871,"46.253871,6.199597",6.199597
Tennis et Padel Club de Crans VD,"Chem. des Sports 3, Crans (VD)",OPERATIONAL,6.2030153,46.3607186,"46.3607186,6.2030153",6.2030153
Padel Helvetia,"Rte de Collex 47, Bellevue",OPERATIONAL,6.1421144,46.2599254,"46.2599254,6.1421144",6.1421144
"Top Smash | Magasin Tennis, Padel, Badminton et Squash","Rue Voltaire 26, Genève",OPERATIONAL,6.136224299999999,46.208225,"46.208225,6.136224299999999",6.136224299999999
Dach Padel,"Vy Marguerite 4, Commugny",OPERATIONAL,6.1742661,46.3181856,"46.3181856,6.1742661",6.1742661
Geneva Sports Club,"Chem. du Velours 14, Genève",OPERATIONAL,6.169693,46.1923908,"46.1923908,6.169693",6.169693
LE FIVE Annemasse,"16 Rue Deux Montagnes (Québec), Ville-la-Grand",OPERATIONAL,6.280475,46.206535,"46.206535,6.280475",6.280475
David Lloyd Country Club Geneva,"Rte de Collex 47, Bellevue",OPERATIONAL,6.142122199999999,46.2599203,"46.2599203,6.142122199999999",6.142122199999999
THONON LES BAINS TC,"Av. de la Grangette, Thonon-les-Bains",OPERATIONAL,6.466714,46.362514,"46.362514,6.466714",6.466714
Club de Padel Aigle,"Chem. de la Mêlée 8, Aigle",OPERATIONAL,6.9358029,46.31845089999999,"46.31845089999999,6.9358029",6.9358029
TENNIS AVENTURE MORZINE,"254 Chem. du Plan, Morzine",OPERATIONAL,6.7051164,46.1825143,"46.1825143,6.7051164",6.7051164
Centre de Sports et Loisirs des Îles,"Route d'Aproz, Centre de Sports et Loisirs, Sion",OPERATIONAL,7.3223772,46.2134606,"46.2134606,7.3223772",7.3223772
Le Sporting Club Poitiers,"Village Loisirs, Rue du Vercors, Fontaine-le-Comte",OPERATIONAL,0.2791736,46.52926739999999,"46.52926739999999,0.2791736",0.2791736
Stade Poitevin Tennis Club,"Rue de la Devinière, Poitiers",OPERATIONAL,0.3757367,46.5690879,"46.5690879,0.3757367",0.3757367
CHAUVIGNY US,"Rue de Peuron, Chauvigny",OPERATIONAL,0.6301396,46.5632285,"46.5632285,0.6301396",0.6301396
MONTAMISE TC,"Rue du Cèdre, Montamisé",OPERATIONAL,0.420819,46.621418,"46.621418,0.420819",0.420819
GENCAY-USSON TC,"Rue Edmond Thiaudière, Saint-Maurice-la-Clouère",OPERATIONAL,0.406996,46.371681,"46.371681,0.406996",0.406996
Salles de Sport,"Rue Félix Mathé, Moulins",OPERATIONAL,3.324056,46.5651216,"46.5651216,3.324056",3.324056
DOMPIERRE (AS),"Parc des Sports, Dompierre-sur-Besbre",OPERATIONAL,3.685084299999999,46.516152,"46.516152,3.685084299999999",3.685084299999999
Naopi Sports Events,"c/o ALR Fiduciaire Rummel SA, Chem. Valmont 224, Nyon",OPERATIONAL,6.220609,46.38073730000001,"46.38073730000001,6.220609",6.220609
LANDAGORA sarl - Importateur SUISSE Padels AFPCOURTS - adidas et RedSport Padels -,"Prom. du Petit-Bois 15, Morges",OPERATIONAL,6.489262099999999,46.5047151,"46.5047151,6.489262099999999",6.489262099999999
Vortex Padel,"Chem. de Closalet 4, Crissier",OPERATIONAL,6.5713108,46.5530584,"46.5530584,6.5713108",6.5713108
Vidy Wind Club,"All. du Bornan 8, Lausanne",OPERATIONAL,6.6044304,46.51142600000001,"46.51142600000001,6.6044304",6.6044304
Urban Padel Lausanne,"Av. Bergières 10, Lausanne",OPERATIONAL,6.6257249,46.5287678,"46.5287678,6.6257249",6.6257249
Green Club,"Chem. des Epinettes 1, Romanel-sur-Lausanne",OPERATIONAL,6.6171598,46.5576795,"46.5576795,6.6171598",6.6171598
FairPlay Tennis Centre,"Route du Verney 9, Puidoux",OPERATIONAL,6.7674384,46.4899826,"46.4899826,6.7674384",6.7674384
THE Paddle club,"Quai 1, Villeneuve",OPERATIONAL,6.920337,46.3957558,"46.3957558,6.920337",6.920337
Montreux Stand Up Paddle Club,"Chem. du Pierrier, Clarens",OPERATIONAL,6.889384,46.4397579,"46.4397579,6.889384",6.889384
Garden Tennis Club,"Rue de la Parée Jésus, Saint-Jean-de-Monts",OPERATIONAL,-2.0771777,46.7920746,"46.7920746,-2.0771777",-2.0771777
LES RENARDS DE LANDERONDE,"Complexe sportif, Route de Beaulieu, Landeronde",OPERATIONAL,-1.571227,46.658886,"46.658886,-1.571227",-1.571227
Squash Yonnais,"Rue Robert Dauger, La Roche-sur-Yon",OPERATIONAL,-1.4455728,46.690233,"46.690233,-1.4455728",-1.4455728
Ligue de Tennis des Pays de la Loire,"25 Rue des Halles, La Roche-sur-Yon",OPERATIONAL,-1.424384,46.669616,"46.669616,-1.424384",-1.424384
PARTHENAY TENNIS SQUASH,"Base des Loisirs, Parthenay",OPERATIONAL,-0.251441,46.648827,"46.648827,-0.251441",-0.251441
CHATELLERAUDAIS NAUTIQUE TC,"Rue du Maréchal Juin, Châtellerault",OPERATIONAL,0.532184,46.794891,"46.794891,0.532184",0.532184
Padel Sports,"16 Chem. des Roches, Fontgombault",OPERATIONAL,0.9927273,46.6730169,"46.6730169,0.9927273",0.9927273
UNION SPORTIVE DE SAINT MAUR TENNIS,"Rue de Villers, Châteauroux",OPERATIONAL,1.631803,46.81759599999999,"46.81759599999999,1.631803",1.631803
Courts de tennis,"Rue de Villers, Saint-Maur",OPERATIONAL,1.634501,46.8116782,"46.8116782,1.634501",1.634501
CHALON T.C,"22 Rue Pierre de Coubertin, Farges-lès-Chalon",OPERATIONAL,4.849267,46.80744199999999,"46.80744199999999,4.849267",4.849267
Club des Rotondes,"1 Rue du Petit Charrot, Saint-Rémy",OPERATIONAL,4.820098799999999,46.7744817,"46.7744817,4.820098799999999",4.820098799999999
Tennis Club,"52 Av. du Maréchal Joffre, Noirmoutier-en-l'Île",OPERATIONAL,-2.233992,47.009308,"47.009308,-2.233992",-2.233992
AVENIR TENNIS BERNERIE,"Avenue de l'Océan, La Bernerie-en-Retz",OPERATIONAL,-2.04078,47.082561,"47.082561,-2.04078",-2.04078
AS RAQUETTES CUGANDAISES,"Complexe Sportif, Rte de Clisson, Cugand",OPERATIONAL,-1.2625036,47.0676949,"47.0676949,-1.2625036",-1.2625036
L'Autre Usine,"49 Bd de la Rontardière, Cholet",OPERATIONAL,-0.8586609,47.0579719,"47.0579719,-0.8586609",-0.8586609
ASEA BOURGES,"Allée Cavalière, Bourges",OPERATIONAL,2.398782,47.081013,"47.081013,2.398782",2.398782
Bourges Tennis Club,"34 Bd de l'Industrie, Bourges",OPERATIONAL,2.3917241,47.0727157,"47.0727157,2.3917241",2.3917241
BOURGES TENNIS CLUB,"Av. Roland Garros, Bourges",OPERATIONAL,2.3830536,47.0650896,"47.0650896,2.3830536",2.3830536
ASAV Tennis,"6 Rue Benoît Frachon, Varennes-Vauzelles",OPERATIONAL,3.1423766,47.0056268,"47.0056268,3.1423766",3.1423766
VAUZELLES A.S.A.,"6 Rue Benoît Frachon, Fourchambault",OPERATIONAL,3.1414,47.005962,"47.005962,3.1414",3.1414
NEVERS A.S.P.T.T.,"Impasse Gui, 8 Av. Patrick Guillot, Nevers",OPERATIONAL,3.124365000000001,46.980068,"46.980068,3.124365000000001",3.124365000000001
Fg de Lyon,Nevers,OPERATIONAL,3.159559,46.97866699999999,"46.97866699999999,3.159559",3.159559
Tennis Club,"All. des Prés Buffard, Dole",OPERATIONAL,5.4870316,47.0729861,"47.0729861,5.4870316",5.4870316
VAL D'AMOUR TENNIS CLUB,"Impasse du Tennis, Dole",OPERATIONAL,5.60192,46.980312,"46.980312,5.60192",5.60192
Le Komplex Pontarlier,"Rue Hélène Boucher, Pontarlier",OPERATIONAL,6.3386306,46.9073791,"46.9073791,6.3386306",6.3386306
TENNIS VAL DE MORTEAU,"Le Clair, Les Fins",OPERATIONAL,6.6286521,47.07854,"47.07854,6.6286521",6.6286521
Padel Club Colombier,"All. des Marronniers 7, Colombier",OPERATIONAL,6.867044099999999,46.96075889999999,"46.96075889999999,6.867044099999999",6.867044099999999
Padel Swiss,"Rue de Champréveyres 14, Neuchâtel",OPERATIONAL,6.9642525,47.0066468,"47.0066468,6.9642525",6.9642525
Padel Helvetia,"Rte des Marais 10, Marin-Epagnier",OPERATIONAL,7.0202117,47.0071021,"47.0071021,7.0202117",7.0202117
CIS Marin Sports & Loisirs,"Rte des Marais 10, Marin-Epagnier",OPERATIONAL,7.0206635,47.0073734,"47.0073734,7.0206635",7.0206635
Tennis-Club La Chaux-de-Fonds,"Rue du Grenier 52, La Chaux-de-Fonds",OPERATIONAL,6.832666499999999,47.0958002,"47.0958002,6.832666499999999",6.832666499999999
Swiss Padel Pro,"Freiburgstrasse 45, Murten",OPERATIONAL,7.1122396,46.9205857,"46.9205857,7.1122396",7.1122396
Tennisclub Lyss,"Wannersmatt 1, Lyss",OPERATIONAL,7.315472600000001,47.06378950000001,"47.06378950000001,7.315472600000001",7.315472600000001
Tennis and squash center Murten,"Freiburgstrasse 45, Murten",OPERATIONAL,7.112234,46.9207702,"46.9207702,7.112234",7.112234
Paddel Club Bern,"Arastrasse 7, Ittigen",OPERATIONAL,7.4584865,46.97752819999999,"46.97752819999999,7.4584865",7.4584865
Paddel Club Bern,"Eyweg 22, Hinterkappelen",OPERATIONAL,7.371902599999999,46.9619714,"46.9619714,7.371902599999999",7.371902599999999
Sportcenter Flamingo STS Squash u. Tennis Sportanlagen AG - MKTA Gruppe,"Dennigkofenweg 122, Ostermundigen",OPERATIONAL,7.4905823,46.9474374,"46.9474374,7.4905823",7.4905823
PADELTA AG,"Station-Ost 1, Rothenburg",OPERATIONAL,8.2510218,47.0884819,"47.0884819,8.2510218",8.2510218
PADEL,Emmen,OPERATIONAL,8.2880305,47.069222,"47.069222,8.2880305",8.2880305
Dr. Philip Padel,"Sankt-Anna-Strasse 32, Luzern",OPERATIONAL,8.3262301,47.0581301,"47.0581301,8.3262301",8.3262301
Dr. med. Philipp Padel,"Zentralstrasse 1, Luzern",OPERATIONAL,8.310263899999999,47.0501744,"47.0501744,8.310263899999999",8.310263899999999
PadelHub,"Horwerstrasse 87, Luzern",OPERATIONAL,8.3041836,47.0350216,"47.0350216,8.3041836",8.3041836
Squash Club Pilatus Kriens,"Schlundstrasse, Kriens",OPERATIONAL,8.2932533,47.0231641,"47.0231641,8.2932533",8.2932533
La Baule Tennis Club,"45 Av. de l'Étoile, La Baule-Escoublac",OPERATIONAL,-2.3647592,47.280075,"47.280075,-2.3647592",-2.3647592
PADEL XP.com (boutique internet),"11 Av. Frédéric Loiseau, La Baule-Escoublac",OPERATIONAL,-2.4003358,47.2868096,"47.2868096,-2.4003358",-2.4003358
Complexe sportif et Culturel de La Vigne,"47°23'47. 2°27'02., 5 Bd du 19 Mars 1962, Guérande",OPERATIONAL,-2.4290229,47.3322094,"47.3322094,-2.4290229",-2.4290229
Saint Nazaire Tennis Club,"1 Av. Pierre de Coubertin, Saint-Nazaire",OPERATIONAL,-2.2298236,47.27475399999999,"47.27475399999999,-2.2298236",-2.2298236
Artligne Fitness Pornic,"5 Rue du Traité de Lisbonne, Pornic",OPERATIONAL,-2.1268346,47.1288299,"47.1288299,-2.1268346",-2.1268346
T.R.O. LA PLAINE PREFAILLES,"10 Rue des Sports, La Plaine-sur-Mer",OPERATIONAL,-2.190805,47.138783,"47.138783,-2.190805",-2.190805
Complexe de tennis Saint-Brevin-les-Pins,"5 Av. des Sports, Saint-Brevin-les-Pins",OPERATIONAL,-2.1640458,47.2407951,"47.2407951,-2.1640458",-2.1640458
Athlétique Club Brévinois Tennis,"5 Av. des Sports, Saint-Brevin-les-Pins",OPERATIONAL,-2.1645145,47.2411639,"47.2411639,-2.1645145",-2.1645145
