Niveau de vie Commune,Niveau de vie Département,DEPCOM,PTOT,Nom_commune,Code_postal,coordonnees_gps,lng,lat
22730,,14679,693.0,SUBLES,14400.0,"49.239303136,-0.750449322",49.239303136,-0.750449322
21740,,14680,149.0,SULLY,14400.0,"49.300099039,-0.7414303640000001",49.300099039,-0.7414303640000001
20260,,14681,161.0,SURRAIN,14710.0,"49.328371984,-0.85469055",49.328371984,-0.85469055
26210,,14682,455.0,SURVILLE,14130.0,"49.302643765,0.22411203600000001",49.302643765,0.224112036
22550,,14684,252.0,TESSEL,14250.0,"49.151475697,-0.5689123930000001",49.151475697,-0.5689123930000001
25400,,14685,1602.0,THAON,14610.0,"49.255136663,-0.44933137100000003",49.255136663,-0.449331371
20280,,14687,189.0,LE THEIL EN AUGE,14130.0,"49.34734089,0.252322473",49.34734089,0.252322473
20390,,14689,3749.0,THURY HARCOURT LE HOM,14220.0,"48.991717061,-0.518177199",48.991717061,-0.518177199
20390,,14689,3749.0,THURY HARCOURT LE HOM,14220.0,"48.991717061,-0.518177199",48.991717061,-0.518177199
20390,,14689,3749.0,THURY HARCOURT LE HOM,14220.0,"48.991717061,-0.518177199",48.991717061,-0.518177199
20390,,14689,3749.0,THURY HARCOURT LE HOM,14220.0,"48.991717061,-0.518177199",48.991717061,-0.518177199
20390,,14689,3749.0,THURY HARCOURT LE HOM,14220.0,"48.991717061,-0.518177199",48.991717061,-0.518177199
21340,,14692,1722.0,TILLY SUR SEULLES,14250.0,"49.172493065,-0.6228726",49.172493065,-0.6228726
23230,,14694,528.0,LE TORQUESNE,14130.0,"49.218188487,0.169346515",49.218188487,0.169346515
23310,,14698,373.0,TOUFFREVILLE,14940.0,"49.199440678,-0.22467667500000002",49.199440678,-0.224676675
20700,,14699,3746.0,TOUQUES,14800.0,"49.354117438,0.112233831",49.354117438,0.112233831
22050,,14700,668.0,TOUR EN BESSIN,14400.0,"49.294287894,-0.783901111",49.294287894,-0.783901111
28550,,14701,819.0,TOURGEVILLE,14800.0,"49.324124098,0.071435433",49.324124098,0.071435433
20280,,14705,153.0,TOURNIERES,14330.0,"49.230504776,-0.9378759870000001",49.230504776,-0.937875987
26070,,14706,245.0,TOURVILLE EN AUGE,14130.0,"49.320042541,0.19544560800000002",49.320042541,0.195445608
23700,,14707,1046.0,TOURVILLE SUR ODON,14210.0,"49.136937135,-0.501507483",49.136937135,-0.501507483
21920,,14708,310.0,TRACY BOCAGE,14310.0,"49.073568321,-0.6890343720000001",49.073568321,-0.6890343720000001
22590,,14709,348.0,TRACY SUR MER,14117.0,"49.330989022,-0.644969081",49.330989022,-0.644969081
19550,,14710,108.0,TREPREL,14690.0,"48.898670806,-0.34650463200000003",48.898670806,-0.346504632
18940,,14711,934.0,TREVIERES,14710.0,"49.299038327,-0.91640616",49.299038327,-0.91640616
22220,,14712,5545.0,TROARN,14670.0,"49.192184515,-0.18357298900000002",49.192184515,-0.183572989
22220,,14712,5545.0,TROARN,14670.0,"49.192184515,-0.18357298900000002",49.192184515,-0.183572989
22180,,14713,607.0,MONTILLIERES SUR ORNE,14210.0,"49.045111618,-0.47957277600000003",49.045111618,-0.479572776
22180,,14713,607.0,MONTILLIERES SUR ORNE,14210.0,"49.045111618,-0.47957277600000003",49.045111618,-0.479572776
21020,,14714,786.0,LE TRONQUAY,14490.0,"49.227046012,-0.819661572",49.227046012,-0.819661572
20180,,14715,4717.0,TROUVILLE SUR MER,14360.0,"49.372588293,0.101590701",49.372588293,0.101590701
22960,,14716,218.0,TRUNGY,14490.0,"49.194235778,-0.7223598560000001",49.194235778,-0.7223598560000001
22060,,14719,677.0,URVILLE,14190.0,"49.025210946,-0.29327037",49.025210946,-0.29327037
21550,,14720,898.0,USSY,14420.0,"48.945940137,-0.28983643200000003",48.945940137,-0.289836432
23000,,14721,637.0,VACOGNES NEUILLY,14210.0,"49.084923725,-0.534075188",49.084923725,-0.534075188
23000,,14721,637.0,VACOGNES NEUILLY,14210.0,"49.084923725,-0.534075188",49.084923725,-0.534075188
24030,,14723,287.0,VALSEME,14340.0,"49.23771081,0.099636107",49.23771081,0.099636107
24330,,14724,974.0,VARAVILLE,14390.0,"49.262810281,-0.145471755",49.262810281,-0.145471755
19510,,14726,6070.0,VALDALLIERE,14350.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14350.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14350.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
19510,,14726,6070.0,VALDALLIERE,14410.0,"48.866851056,-0.7359479360000001",48.866851056,-0.7359479360000001
24990,,14728,462.0,VAUCELLES,14400.0,"49.28419096,-0.73549725",49.28419096,-0.73549725
24950,,14731,202.0,VAUVILLE,14800.0,"49.309169633,0.059498633",49.309169633,0.059498633
24120,,14732,348.0,VAUX SUR AURE,14400.0,"49.307532069,-0.7097173750000001",49.307532069,-0.7097173750000001
23760,,14733,314.0,VAUX SUR SEULLES,14400.0,"49.26166368,-0.6277479930000001",49.26166368,-0.6277479930000001
24180,,14734,328.0,VENDES,14250.0,"49.142007226,-0.600047038",49.142007226,-0.600047038
20360,,14735,785.0,VENDEUVRE,14170.0,"49.007029249,-0.082780145",49.007029249,-0.082780145
20360,,14735,785.0,VENDEUVRE,14170.0,"49.007029249,-0.082780145",49.007029249,-0.082780145
20360,,14735,785.0,VENDEUVRE,14170.0,"49.007029249,-0.082780145",49.007029249,-0.082780145
22640,,14737,477.0,VERSAINVILLE,14700.0,"48.920634838,-0.172732186",48.920634838,-0.172732186
24450,,14738,3668.0,VERSON,14790.0,"49.163978046,-0.46263109",49.163978046,-0.46263109
23380,,14739,1666.0,VER SUR MER,14114.0,"49.333765693,-0.528485285",49.333765693,-0.528485285
19430,,14740,1216.0,LA VESPIERE FRIARDEL,14290.0,"49.004651414,0.405947149",49.004651414,0.405947149
19430,,14740,1216.0,LA VESPIERE FRIARDEL,14290.0,"49.004651414,0.405947149",49.004651414,0.405947149
22270,,14741,120.0,LE VEY,14570.0,"48.916702108,-0.461183873",48.916702108,-0.461183873
23490,,14744,301.0,VIENNE EN BESSIN,14400.0,"49.281164191,-0.6272685020000001",49.281164191,-0.6272685020000001
21920,,14745,233.0,VIERVILLE SUR MER,14710.0,"49.366938833,-0.902282977",49.366938833,-0.902282977
24920,,14747,694.0,VIEUX,14930.0,"49.112534246,-0.44294806200000003",49.112534246,-0.442948062
21540,,14751,297.0,VIGNATS,14700.0,"48.85465162,-0.10276671100000001",48.85465162,-0.102766711
20200,,14752,3143.0,VILLERS BOCAGE,14310.0,"49.078649301,-0.652038977",49.078649301,-0.652038977
21650,,14753,792.0,VILLERS CANIVET,14420.0,"48.934077974,-0.261012927",48.934077974,-0.261012927
21770,,14754,2704.0,VILLERS SUR MER,14640.0,"49.311030108,0.006460583000000001",49.311030108,0.006460583
21670,,14755,641.0,VILLERVILLE,14113.0,"49.390763775,0.12260205",49.390763775,0.12260205
20620,,14756,229.0,LA VILLETTE,14570.0,"48.909233452,-0.543144693",48.909233452,-0.543144693
30030,,14758,773.0,VILLONS LES BUISSONS,14610.0,"49.236305326,-0.411531731",49.236305326,-0.411531731
24460,,14759,281.0,VILLY LEZ FALAISE,14700.0,"48.900306844,-0.13714356600000002",48.900306844,-0.137143566
22710,,14760,788.0,VILLY BOCAGE,14310.0,"49.104432465,-0.6413442970000001",49.104432465,-0.6413442970000001
21290,,14761,760.0,VIMONT,14370.0,"49.141611127,-0.19406208100000003",49.141611127,-0.194062081
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
20430,,14762,18069.0,VIRE NORMANDIE,14500.0,"48.818699137,-0.8732791830000001",48.818699137,-0.8732791830000001
19150,,14764,1015.0,PONT D OUILLY,14690.0,"48.876845156,-0.40913687600000004",48.876845156,-0.409136876
18170,,15001,799.0,ALLANCHE,15160.0,"45.231281197,2.953694537",45.231281197,2.953694537
19570,,15002,220.0,ALLEUZE,15100.0,"44.959742143,3.098247339",44.959742143,3.098247339
18970,,15003,617.0,ALLY,15700.0,"45.167013463,2.355157578",45.167013463,2.355157578
18970,,15003,617.0,ALLY,15700.0,"45.167013463,2.355157578",45.167013463,2.355157578
21410,,15004,474.0,ANDELAT,15100.0,"45.070233689,3.059413009",45.070233689,3.059413009
21160,,15005,365.0,ANGLARDS DE ST FLOUR,15100.0,"44.98938069,3.158487426",44.98938069,3.158487426
17900,,15006,801.0,ANGLARDS DE SALERS,15380.0,"45.196815001,2.465337524",45.196815001,2.465337524
17680,,15007,130.0,ANTERRIEUX,15110.0,"44.831118219,3.056663607",44.831118219,3.056663607
19640,,15008,282.0,ANTIGNAC,15240.0,"45.351968747,2.561853149",45.351968747,2.561853149
17940,,15009,192.0,APCHON,15400.0,"45.244303271,2.697343487",45.244303271,2.697343487
19500,,15010,184.0,ARCHES,15200.0,"45.298825401,2.318519058",45.298825401,2.318519058
19640,,15011,173.0,ARNAC,15150.0,"45.063182281,2.226629036",45.063182281,2.226629036
22110,,15012,6387.0,ARPAJON SUR CERE,15130.0,"44.876118753,2.464421864",44.876118753,2.464421864
17950,,15013,153.0,AURIAC L EGLISE,15500.0,"45.264117915,3.126081615",45.264117915,3.126081615
20700,,15014,26828.0,AURILLAC,15000.0,"44.92446829,2.441559986",44.92446829,2.441559986
18370,,15015,170.0,AUZERS,15240.0,"45.276262008,2.464357598",45.276262008,2.464357598
20400,,15016,666.0,AYRENS,15250.0,"44.991338263,2.323632517",44.991338263,2.323632517
19300,,15017,145.0,BADAILHAC,15800.0,"44.914413347,2.628795568",44.914413347,2.628795568
19100,,15018,128.0,BARRIAC LES BOSQUETS,15700.0,"45.147258328,2.265770027",45.147258328,2.265770027
18620,,15019,235.0,BASSIGNAC,15240.0,"45.315391259,2.400258834",45.315391259,2.400258834
19230,,15021,646.0,BOISSET,15600.0,"44.785776689,2.254905394",44.785776689,2.254905394
20230,,15022,170.0,BONNAC,15500.0,"45.210247781,3.146423521",45.210247781,3.146423521
20880,,15025,252.0,ALBEPIERRE BREDONS,15300.0,"45.07719203,2.819903907",45.07719203,2.819903907
18360,,15026,184.0,BREZONS,15230.0,"45.009910223,2.792235468",45.009910223,2.792235468
19740,,15027,797.0,PUYCAPEL,15340.0,"44.704845988,2.330748195",44.704845988,2.330748195
19740,,15027,797.0,PUYCAPEL,15340.0,"44.704845988,2.330748195",44.704845988,2.330748195
19720,,15028,362.0,CARLAT,15130.0,"44.88330103,2.5718545710000003",44.88330103,2.5718545710000003
19460,,15029,545.0,CASSANIOUZE,15340.0,"44.673877388,2.380865544",44.673877388,2.380865544
21050,,15030,301.0,CAYROLS,15290.0,"44.828116865,2.227250597",44.828116865,2.227250597
18430,,15033,222.0,CEZENS,15230.0,"44.983859691,2.858854471",44.983859691,2.858854471
17150,,15034,168.0,CHALIERS,15320.0,"44.970011975,3.237518185",44.970011975,3.237518185
19300,,15036,476.0,CHALVIGNAC,15200.0,"45.247484724,2.264678825",45.247484724,2.264678825
18590,,15037,1119.0,CHAMPAGNAC,15350.0,"45.363229381,2.40314674",45.363229381,2.40314674
19030,,15038,1092.0,CHAMPS SUR TARENTAINE MARCHAL,15270.0,"45.404173289,2.603909473",45.404173289,2.603909473
19030,,15038,1092.0,CHAMPS SUR TARENTAINE MARCHAL,15270.0,"45.404173289,2.603909473",45.404173289,2.603909473
23010,,15041,255.0,LA CHAPELLE D ALAGNON,15300.0,"45.10476758,2.9087895870000002",45.10476758,2.908789587
19000,,15042,264.0,LA CHAPELLE LAURENT,15500.0,"45.183494466,3.242427745",45.183494466,3.242427745
19980,,15045,912.0,CHAUDES AIGUES,15110.0,"44.848533147,2.998525834",44.848533147,2.998525834
18240,,15046,222.0,CHAUSSENAC,15700.0,"45.176655084,2.272191331",45.176655084,2.272191331
17310,,15049,231.0,CHEYLADE,15400.0,"45.198774989,2.720112281",45.198774989,2.720112281
18910,,15050,183.0,LE CLAUX,15400.0,"45.149992228,2.699988493",45.149992228,2.699988493
17300,,15051,214.0,CLAVIERES,15320.0,"44.993491217,3.310160968",44.993491217,3.310160968
19120,,15052,164.0,COLLANDRES,15400.0,"45.215283544,2.640858378",45.215283544,2.640858378
19800,,15053,464.0,COLTINES,15170.0,"45.093047751,2.996843927",45.093047751,2.996843927
19440,,15054,1020.0,CONDAT,15190.0,"45.348764615,2.791524555",45.348764615,2.791524555
21390,,15055,446.0,COREN,15100.0,"45.087529159,3.108471728",45.087529159,3.108471728
22180,,15056,867.0,CRANDELLES,15250.0,"44.956901145,2.360132233",44.956901145,2.360132233
19170,,15057,198.0,CROS DE MONTVERT,15150.0,"45.058885322,2.158713383",45.058885322,2.158713383
15900,,15058,144.0,CROS DE RONESQUE,15130.0,"44.861426637,2.606830334",44.861426637,2.606830334
19360,,15059,134.0,CUSSAC,15430.0,"44.981600767,2.936287162",44.981600767,2.936287162
18850,,15061,277.0,DIENNE,15300.0,"45.165376713,2.8078060540000003",45.165376713,2.8078060540000003
19290,,15063,357.0,DRUGEAC,15140.0,"45.162397767,2.388864679",45.162397767,2.388864679
19450,,15066,122.0,LE FALGOUX,15380.0,"45.145049977,2.638573689",45.145049977,2.638573689
17450,,15069,247.0,FERRIERES ST MARY,15170.0,"45.172059393,3.082397159",45.172059393,3.082397159
21520,,15070,203.0,FONTANGES,15140.0,"45.108942373,2.517831878",45.108942373,2.517831878
19720,,15072,224.0,FREIX ANGLARDS,15310.0,"45.017376998,2.377584194",45.017376998,2.377584194
24050,,15074,809.0,GIOU DE MAMOU,15130.0,"44.934991663,2.507652378",44.934991663,2.507652378
18590,,15076,178.0,GLENAT,15150.0,"44.903890991,2.171878064",44.903890991,2.171878064
17370,,15078,157.0,JABRUN,15110.0,"44.79414966,2.962949428",44.79414966,2.962949428
21040,,15079,379.0,JALEYRAC,15200.0,"45.269432695,2.367737075",45.269432695,2.367737075
18310,,15080,150.0,JOURSAC,15170.0,"45.164902172,3.013352911",45.164902172,3.013352911
18620,,15081,104.0,JOU SOUS MONJOU,15800.0,"44.94101345,2.6628809970000002",44.94101345,2.662880997
17510,,15082,312.0,JUNHAC,15120.0,"44.695211426,2.452117392",44.695211426,2.452117392
21040,,15083,2091.0,JUSSAC,15250.0,"44.995311549,2.418096232",44.995311549,2.418096232
19220,,15084,302.0,LABESSERETTE,15120.0,"44.741073451,2.480623975",44.741073451,2.480623975
20070,,15085,526.0,LABROUSSE,15130.0,"44.852117881,2.5490072870000002",44.852117881,2.549007287
20660,,15087,354.0,LACAPELLE DEL FRAISSE,15120.0,"44.77287615,2.430280882",44.77287615,2.430280882
23200,,15088,528.0,LACAPELLE VIESCAMP,15150.0,"44.925576857,2.274359775",44.925576857,2.274359775
18010,,15089,466.0,LADINHAC,15120.0,"44.767394945,2.50896866",44.767394945,2.50896866
20660,,15090,612.0,LAFEUILLADE EN VEZIE,15130.0,"44.793284123,2.44769953",44.793284123,2.44769953
21370,,15092,1461.0,LANOBRE,15270.0,"45.434528556,2.549973075",45.434528556,2.549973075
21370,,15092,1461.0,LANOBRE,15270.0,"45.434528556,2.549973075",45.434528556,2.549973075
20740,,15094,898.0,LAROQUEBROU,15150.0,"44.974082488,2.193193729",44.974082488,2.193193729
20810,,15095,357.0,LAROQUEVIEILLE,15250.0,"45.024140446,2.5284657580000003",45.024140446,2.5284657580000003
19080,,15096,305.0,LASCELLE,15590.0,"45.035547886,2.560702988",45.035547886,2.560702988
18440,,15097,126.0,LASTIC,15500.0,"45.111344485,3.218857916",45.111344485,3.218857916
19180,,15100,133.0,LAVEISSENET,15300.0,"45.076856138,2.877478224",45.076856138,2.877478224
21840,,15101,538.0,LAVEISSIERE,15300.0,"45.103492698,2.782374096",45.103492698,2.782374096
21840,,15101,538.0,LAVEISSIERE,15300.0,"45.103492698,2.782374096",45.103492698,2.782374096
21840,,15101,538.0,LAVEISSIERE,15300.0,"45.103492698,2.782374096",45.103492698,2.782374096
19800,,15103,240.0,LEUCAMP,15120.0,"44.784434063,2.539565049",44.784434063,2.539565049
17760,,15104,352.0,LEYNHAC,15600.0,"44.740966986,2.280856417",44.740966986,2.280856417
16990,,15106,165.0,LIEUTADES,15110.0,"44.830906948,2.89815798",44.830906948,2.89815798
16650,,15107,176.0,LORCIERES,15320.0,"44.952534999,3.290883635",44.952534999,3.290883635
18830,,15108,1009.0,VAL D ARCOMIE,15320.0,"44.924769508,3.178116578",44.924769508,3.178116578
18830,,15108,1009.0,VAL D ARCOMIE,15320.0,"44.924769508,3.178116578",44.924769508,3.178116578
18830,,15108,1009.0,VAL D ARCOMIE,15320.0,"44.924769508,3.178116578",44.924769508,3.178116578
18830,,15108,1009.0,VAL D ARCOMIE,15320.0,"44.924769508,3.178116578",44.924769508,3.178116578
18830,,15108,1009.0,VAL D ARCOMIE,15320.0,"44.924769508,3.178116578",44.924769508,3.178116578
18790,,15110,151.0,LUGARDE,15190.0,"45.287771298,2.758321969",45.287771298,2.758321969
19980,,15111,217.0,MADIC,15210.0,"45.371922009,2.458891774",45.371922009,2.458891774
19280,,15113,190.0,MANDAILLES ST JULIEN,15590.0,"45.077637874,2.664691569",45.077637874,2.664691569
19280,,15113,190.0,MANDAILLES ST JULIEN,15590.0,"45.077637874,2.664691569",45.077637874,2.664691569
19990,,15114,522.0,MARCENAT,15190.0,"45.316413216,2.856134394",45.316413216,2.856134394
21010,,15116,165.0,MARCHASTEL,15400.0,"45.273618126,2.729219982",45.273618126,2.729219982
18740,,15117,655.0,MARCOLES,15220.0,"44.782466748,2.357134435",44.782466748,2.357134435
21110,,15118,761.0,MARMANHAC,15250.0,"45.007327782,2.478373779",45.007327782,2.478373779
19990,,15119,1818.0,MASSIAC,15500.0,"45.245217934,3.199540736",45.245217934,3.199540736
19930,,15120,3844.0,MAURIAC,15200.0,"45.218560402,2.316801484",45.218560402,2.316801484
20000,,15122,2219.0,MAURS,15600.0,"44.711737666,2.173474325",44.711737666,2.173474325
19150,,15123,172.0,MEALLET,15200.0,"45.262822009,2.414743305",45.262822009,2.414743305
19260,,15124,579.0,MENET,15400.0,"45.297589846,2.579073926",45.297589846,2.579073926
18650,,15125,130.0,MENTIERES,15100.0,"45.078389746,3.1420591",45.078389746,3.1420591
18350,,15127,290.0,MOLOMPIZE,15500.0,"45.233780062,3.1267065609999998",45.233780062,3.126706561
19180,,15128,114.0,LA MONSELIE,15240.0,"45.321659882,2.5504540159999998",45.321659882,2.550454016
17110,,15129,197.0,MONTBOUDIF,15190.0,"45.370380707,2.732400864",45.370380707,2.732400864
17990,,15130,140.0,MONTCHAMP,15100.0,"45.069072522,3.214711792",45.069072522,3.214711792
19140,,15131,297.0,LE MONTEIL,15240.0,"45.299249177,2.507545496",45.299249177,2.507545496
18570,,15133,135.0,MONTMURAT,15600.0,"44.631428787,2.200325992",44.631428787,2.200325992
20930,,15134,829.0,MONTSALVY,15120.0,"44.695718084,2.49431112",44.695718084,2.49431112
18030,,15135,121.0,MONTVERT,15150.0,"44.995427929,2.163401618",44.995427929,2.163401618
20350,,15137,280.0,MOUSSAGES,15380.0,"45.233499179,2.4732782220000002",45.233499179,2.473278222
20460,,15138,1976.0,MURAT,15300.0,"45.127653235,2.849823853",45.127653235,2.849823853
20460,,15138,1976.0,MURAT,15300.0,"45.127653235,2.849823853",45.127653235,2.849823853
22870,,15140,2080.0,NAUCELLES,15250.0,"44.952892968,2.420730292",44.952892968,2.420730292
20110,,15141,1848.0,NEUSSARGUES EN PINATELLE,15170.0,"45.150152022,2.942924918",45.150152022,2.942924918
20110,,15141,1848.0,NEUSSARGUES EN PINATELLE,15170.0,"45.150152022,2.942924918",45.150152022,2.942924918
20110,,15141,1848.0,NEUSSARGUES EN PINATELLE,15170.0,"45.150152022,2.942924918",45.150152022,2.942924918
20110,,15141,1848.0,NEUSSARGUES EN PINATELLE,15300.0,"45.150152022,2.942924918",45.150152022,2.942924918
20110,,15141,1848.0,NEUSSARGUES EN PINATELLE,15170.0,"45.150152022,2.942924918",45.150152022,2.942924918
19860,,15142,1789.0,NEUVEGLISE SUR TRUYERE,15260.0,"44.934436863,2.980691246",44.934436863,2.980691246
19860,,15142,1789.0,NEUVEGLISE SUR TRUYERE,15260.0,"44.934436863,2.980691246",44.934436863,2.980691246
19860,,15142,1789.0,NEUVEGLISE SUR TRUYERE,15260.0,"44.934436863,2.980691246",44.934436863,2.980691246
19860,,15142,1789.0,NEUVEGLISE SUR TRUYERE,15100.0,"44.934436863,2.980691246",44.934436863,2.980691246
22510,,15143,107.0,NIEUDAN,15150.0,"44.983119543,2.246234227",44.983119543,2.246234227
19510,,15144,352.0,OMPS,15290.0,"44.880067043,2.268958361",44.880067043,2.268958361
20060,,15146,132.0,PAILHEROLS,15800.0,"44.955801638,2.703993703",44.955801638,2.703993703
19550,,15147,451.0,PARLAN,15290.0,"44.827595483,2.173190807",44.827595483,2.173190807
18210,,15148,425.0,PAULHAC,15430.0,"45.0199353,2.88745129",45.0199353,2.88745129
19520,,15149,254.0,PAULHENC,15230.0,"44.884962344,2.815514733",44.884962344,2.815514733
19720,,15151,153.0,PEYRUSSE,15170.0,"45.210957473,3.030544204",45.210957473,3.030544204
20640,,15152,919.0,PIERREFORT,15230.0,"44.92868868,2.83811958",44.92868868,2.83811958
19170,,15153,1524.0,PLEAUX,15700.0,"45.11865405,2.273664137",45.11865405,2.273664137
19170,,15153,1524.0,PLEAUX,15700.0,"45.11865405,2.273664137",45.11865405,2.273664137
19170,,15153,1524.0,PLEAUX,15700.0,"45.11865405,2.273664137",45.11865405,2.273664137
19170,,15153,1524.0,PLEAUX,15700.0,"45.11865405,2.273664137",45.11865405,2.273664137
20940,,15154,1191.0,POLMINHAC,15800.0,"44.952338764,2.575944761",44.952338764,2.575944761
21780,,15156,692.0,PRUNET,15130.0,"44.82301855,2.475730256",44.82301855,2.475730256
20010,,15157,382.0,QUEZAC,15600.0,"44.758888106,2.183713422",44.758888106,2.183713422
21960,,15158,102.0,RAGEADE,15500.0,"45.114768649,3.268524063",45.114768649,3.268524063
19110,,15159,279.0,RAULHAC,15800.0,"44.902007101,2.657262817",44.902007101,2.657262817
22740,,15160,1138.0,REILHAC,15250.0,"44.970290375,2.423170665",44.970290375,2.423170665
18020,,15161,112.0,REZENTIERES,15170.0,"45.134261044,3.105705071",45.134261044,3.105705071
20020,,15162,2576.0,RIOM ES MONTAGNES,15400.0,"45.28967475,2.6568077480000003",45.28967475,2.6568077480000003
22000,,15163,1119.0,ROANNES ST MARY,15220.0,"44.844880644,2.39892639",44.844880644,2.39892639
21370,,15164,633.0,ROFFIAC,15100.0,"45.04881895,3.016267722",45.04881895,3.016267722
15250,,15165,210.0,ROUFFIAC,15150.0,"45.028719297,2.143607089",45.028719297,2.143607089
20400,,15166,323.0,ROUMEGOUX,15290.0,"44.859644676,2.188470325",44.859644676,2.188470325
18230,,15167,125.0,ROUZIERS,15600.0,"44.796440627,2.209241544",44.796440627,2.209241544
20300,,15168,731.0,RUYNES EN MARGERIDE,15320.0,"45.004639969,3.224172041",45.004639969,3.224172041
21120,,15169,850.0,SAIGNES,15240.0,"45.331102518,2.48109717",45.331102518,2.48109717
18400,,15170,235.0,ST AMANDIN,15190.0,"45.328059861,2.708325859",45.328059861,2.708325859
15640,,15173,119.0,ST BONNET DE CONDAT,15190.0,"45.280864665,2.803921224",45.280864665,2.803921224
18150,,15174,279.0,ST BONNET DE SALERS,15140.0,"45.160662332,2.480471865",45.160662332,2.480471865
19490,,15175,1100.0,ST CERNIN,15310.0,"45.052829943,2.4247604",45.052829943,2.4247604
19400,,15176,248.0,ST CHAMANT,15140.0,"45.092094581,2.445792393",45.092094581,2.445792393
17610,,15178,144.0,ST CIRGUES DE JORDANNE,15590.0,"45.040556673,2.604380924",45.040556673,2.604380924
19540,,15179,253.0,ST CIRGUES DE MALBERT,15140.0,"45.086472252,2.379966155",45.086472252,2.379966155
20990,,15181,617.0,ST CONSTANT FOURNOULES,15600.0,"44.684896342,2.257517062",44.684896342,2.257517062
20990,,15181,617.0,ST CONSTANT FOURNOULES,15600.0,"44.684896342,2.257517062",44.684896342,2.257517062
19770,,15182,135.0,ST ETIENNE CANTALES,15150.0,"44.949425498,2.244031879",44.949425498,2.244031879
19600,,15183,134.0,ST ETIENNE DE CARLAT,15130.0,"44.912741318,2.585200089",44.912741318,2.585200089
22180,,15184,803.0,ST ETIENNE DE MAURS,15600.0,"44.721858253,2.229976421",44.721858253,2.229976421
19300,,15185,241.0,ST ETIENNE DE CHOMEIL,15400.0,"45.344367877,2.619276075",45.344367877,2.619276075
20620,,15186,222.0,STE EULALIE,15140.0,"45.124424769,2.380615877",45.124424769,2.380615877
20110,,15187,6947.0,ST FLOUR,15100.0,"45.028656748,3.0830417900000002",45.028656748,3.08304179
22090,,15188,1207.0,ST GEORGES,15100.0,"45.019255097,3.138006242",45.019255097,3.138006242
19610,,15189,224.0,ST GERONS,15150.0,"44.941251055,2.204780461",44.941251055,2.204780461
18390,,15191,666.0,ST ILLIDE,15310.0,"45.05093192,2.320435808",45.05093192,2.320435808
20200,,15192,335.0,ST JACQUES DES BLATS,15800.0,"45.055716603,2.72090905",45.055716603,2.72090905
20620,,15194,118.0,ST JULIEN DE TOURSAC,15600.0,"44.774351235,2.202044153",44.774351235,2.202044153
21010,,15196,1595.0,ST MAMET LA SALVETAT,15220.0,"44.856280025,2.30520502",44.856280025,2.30520502
17370,,15198,109.0,STE MARIE,15230.0,"44.892519637,2.882930595",44.892519637,2.882930595
