Insee - Statistiques locales; ; ; ; 
Référentiel géographique : France par intercommunalité; ; ; ; 
Code;Libellé;Population municipale 2020;Répartition de la pop. en 3 classes d'âges 2019 - Moins de 25 ans;Répartition de la pop. en 3 classes d'âges 2019 - Entre 25 et 64 ans;Répartition de la pop. en 3 classes d'âges 2019 - 65 ans ou plus;Part des pers. âgées de 25 à 64 ans 2019
200067254;CA Pau Béarn Pyrénées;162618;45264;79833;36609;49.4
200067262;CC du Haut-Béarn;32056;7367;16355;8361;51
200067288;CC du Béarn des Gaves;17403;3870;8262;5281;47.4
200067296;CC du Nord Est Béarn;34551;9527;17829;7150;51.7
200067304;CC Serein et Armance;23751;6503;12037;5390;50.3
200067320;CC Serre-Ponçon Val d'Avance;7751;2183;3983;1512;51.9
200067346;CA Pornic Agglo Pays de Retz;66241;17422;31222;15699;48.5
200067361;CC Grand-Figeac;43747;10069;20974;12610;48
200067379;CC Côtes de Champagne et Val de Saulx;11454;3116;5904;2545;51
200067429;CC Haut Nivernais-Val d'Yonne;11855;2639;5527;3793;46.2
200067437;CA Provence-Alpes-Agglomération;47759;12111;23213;12139;48.9
200067445;CC Buëch-Dévoluy;9479;2178;4607;2598;49.1
200067452;CC du Guillestrois et du Queyras;7916;1773;4244;1951;53.3
200067460;CC Loudéac Communauté - Bretagne Centre;51323;13924;24607;12670;48.1
200067478;CC Comtal Lot et Truyère;19744;4402;9412;5722;48.2
200067486;CC Bouzonvillois-Trois Frontières;24179;6735;13160;4226;54.6
200067502;CA Saint-Avold Synergie;52419;14088;27876;10793;52.8
200067544;CC Creuse Confluence;16379;3399;7905;5163;48
200067551;CA Thonon Agglomération;92185;26726;47620;16185;52.6
200067593;CC Marche et Combraille en Aquitaine;13233;2593;6275;4483;47
200067627;CC Billom Communauté;25917;7472;13767;4673;53.1
200067635;CA Clisson Sèvre et Maine Agglo;56596;17795;29132;9208;51.9
200067643;CC Meurthe Mortagne Moselle;16561;4855;8587;3231;51.5
200067650;CC Houve-Pays Boulageois;22940;6155;12727;4137;55.3
200067668;CC de la Cléry, du Betz et de l'Ouanne;19986;5116;9826;5132;48.9
200067676;CC Canaux et Forêts en Gâtinais;27334;7299;13196;6906;48.2
200067684;CA Épernay, Coteaux et Plaine de Champagne;47363;12939;24055;10519;50.6
200067692;CC Tannay-Brinon-Corbigny;9545;1842;4401;3379;45.7
200067700;CC Sud Nivernais;20291;4606;9878;6007;48.2
200067742;CC Serre-Ponçon;16850;3970;8238;4469;49.4
200067759;CC Vallées et Plateau d'Ardenne;24406;6898;12793;4976;51.9
200067767;CC du Royans-Vercors;9602;2385;4914;2294;51.2
200067783;CC de Hanau-La Petite Pierre;26407;6837;13874;5734;52.5
200067791;CA Pays Foix-Varilhes;32077;8169;16238;7540;50.8
200067817;CC Saône-Beaujolais;44639;13642;22638;8261;50.8
200067825;CA Gap-Tallard-Durance;50097;13747;25026;11710;49.6
200067841;CC de l'Alsace Bossue;24284;6198;12904;5297;52.9
200067866;CC Sèvre et Loire;49064;15857;25608;7189;52.6
200067874;CA de Haguenau;97995;27610;51592;18306;52.9
200067882;CC Bazois Loire Morvan;15293;2925;6872;5581;44.7
200067890;CC Morvan Sommets et Grands Lacs;12149;2396;5455;4365;44.7
200067908;CC Amognes Cœur du Nivernais;8524;2022;4297;2219;50.3
200067916;CC Cœur de Loire;24776;5519;11643;7813;46.6
200067924;CC du Canton d'Erstein;48327;13505;25722;8910;53.4
200067932;CA Golfe du Morbihan - Vannes Agglomération;173461;46601;82890;42213;48.3
200067940;CC Couserans-Pyrénées;30056;6568;14749;8685;49.2
200067957;CC Haut Chemin-Pays de Pange;19243;5506;10366;3421;53.7
200067965;CA de la Région de Compiègne et de la Basse Automne;83078;26364;41673;15122;50.1
200067973;CC Thelloise;61391;19070;32626;9552;53.3
200067981;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;73447;18493;34591;20343;47.1
200067999;CA du Beauvaisis;103934;33253;52740;17993;50.7
200068005;CC de l'Oise Picarde;21015;6539;10954;3595;51.9
200068047;CA Creil Sud Oise;88665;33518;43374;11116;49.3
200068070;CC Loue-Lison;25373;7339;12460;5627;49
200068088;CC Les Bertranges;19754;4601;9544;5721;48
200068096;CC Champsaur-Valgaudemar;11355;2737;5577;2937;49.6
200068104;CA de la Provence Verte;101073;27838;49926;21996;50
200068112;CC du Pays de Saverne;35786;9459;18907;7470;52.8
200068120;CA Quimper Bretagne Occidentale;101287;28570;51971;20453;51.5
200068146;CC Sarrebourg Moselle Sud;45329;12018;23776;9779;52.2
200068229;CC des Baronnies en Drôme Provençale;20908;4383;9970;6719;47.3
200068278;CC Berry Loire Puisaye;17846;4513;8580;4851;47.8
200068294;CC des Deux Vallées Vertes;15710;4222;7902;3660;50.1
200068369;CC de Mirecourt Dompaire;18690;5251;9486;4125;50.3
200068377;CC de la Porte des Vosges Méridionales;29207;7362;14464;7436;49.4
200068435;CC Cœur du Perche;11165;2926;5514;2828;48.9
200068443;CC Andaine - Passais;13049;2858;6089;4215;46.3
200068450;CC Argentan Intercom;33402;8691;16065;8653;48.1
200068468;CC des Pays de L'Aigle;25415;6927;12404;6326;48.3
200068484;CC des Causses à l'Aubrac;14607;3281;6918;4348;47.6
200068500;CA de Cambrai;80713;24291;40478;16566;49.8
200068534;CC Terroir de Caux;37835;11203;19466;7203;51.4
200068542;CC Les Balcons du Dauphiné;77819;24034;40338;12959;52.2
200068559;CC de l'Ouest Vosgien;23267;6028;11414;5827;49.1
200068567;CC Les Vals du Dauphiné;63679;19668;32216;11441;50.9
200068625;CC Alpes-Provence-Verdon - Sources de Lumière;11397;2334;5649;3440;49.5
200068641;CA Le Muretain Agglo;124721;37106;65193;20935;52.9
200068658;CA de Chaumont;44205;12074;22119;10248;49.8
200068666;CA de Saint-Dizier Der et Blaise;56305;15023;28357;13015;50.3
200068674;CA Grand Lac;77857;20966;38837;16955;50.6
200068682;CC Terre d'Eau;17397;4311;8817;4408;50.3
200068757;CA d'Épinal;110325;31389;55679;23957;50.2
200068765;CC du Sisteronais-Buëch;25243;5715;12246;7142;48.8
200068773;CC des Vosges côté Sud Ouest;11767;2717;5807;3400;48.7
200068781;CA Valence Romans Agglo;223630;66477;110184;47165;49.2
200068799;CC Intercom de la Vire au Noireau;46376;12463;22686;11213;48.9
200068807;CC du Bassin Auterivain Haut-Garonnais;33168;9711;17220;5825;52.6
200068815;CC Cœur de Garonne;35018;9969;17999;6969;51.5
200068831;CC Pays Ségali Communauté;18063;4491;8825;4680;49
200068856;CC des Hauts du Perche;8065;1979;3885;2299;47.6
200068864;CC de la Mossig et du Vignoble;24706;6684;13226;4758;53.6
200068872;CC Éguzon - Argenton - Vallée de la Creuse;19480;4370;9220;5990;47.1
200068880;CC Champagne Boischauts;9791;2524;5027;2285;51.1
200068914;CC La Rochefoucauld porte du Périgord;21765;5029;10789;5939;49.6
200068922;CC du Confluent et des Coteaux de Prayssas;18104;4745;9031;4501;49.4
200068930;CC Fumel Vallée du Lot;24553;5518;11321;7589;46.3
200068948;CC Albret Communauté;25937;6256;12311;7446;47.3
200068955;CC Anjou Loir et Sarthe;27988;8628;14071;5204;50.4
200068963;CC Maine Cœur de Sarthe;21539;6544;10969;3882;51.3
200068989;CA Dinan Agglomération;99038;25571;47286;25413;48.1
200068997;CA Arlysère;61677;16493;31580;13219;51.5
200069003;CC du Barséquanais en Champagne;18571;4852;9374;4479;50.1
200069029;CA des Deux Baies en Montreuillois;65791;17121;32080;16739;48.7
200069037;CA du Pays de Saint-Omer;105128;33057;53259;18827;50.7
200069052;CA Grand Belfort;101396;31476;51402;19705;50.1
200069060;CC des Vosges du Sud;15096;3959;7831;3354;51.7
200069086;CC Leff Armor Communauté;31592;8946;15171;7287;48.3
200069094;CC Isle et Crempse en Périgord;14450;3251;6879;4296;47.7
200069102;CC Randon - Margeride;5277;1305;2703;1294;51
200069110;CA du Grand Chambéry;138240;41449;67713;27341;49.6
200069128;CC Mont Lozère;5627;1269;2786;1468;50.4
200069136;CC des Cévennes au Mont Lozère;5043;931;2506;1591;49.8
200069144;CC des Hautes Terres de l'Aubrac;5052;1137;2444;1503;48.1
200069151;CC Gorges Causses Cévennes;6927;1538;3437;1955;49.6
200069169;CC Dômes Sancy Artense;12573;3086;6551;2983;51.9
200069177;CC Mond'Arverne Communauté;40762;10918;21501;8243;52.9
200069185;CC des Terres d'Apcher-Margeride-Aubrac;10683;2647;5175;2860;48.4
200069193;CC de la Dombes;39632;11887;20105;7391;51.1
200069227;CC Pays Fort Sancerrois Val de Loire;18202;4071;8996;5267;49.1
200069235;CC du Haut Pays du Montreuillois;15751;4857;7821;3078;49.6
200069250;CA Troyes Champagne Métropole;174501;54418;83702;34779;48.4
200069268;CC Aubrac Lot Causses Tarn;7912;2119;3954;1881;49.7
200069300;CA Tarbes-Lourdes-Pyrénées;125873;33805;60332;31209;48.1
200069383;CC Ouest Aveyron Communauté;27306;6412;12601;8211;46.3
200069391;CA Lamballe Terre et Mer;68062;18494;33292;16089;49
200069409;CA Saint-Brieuc Armor Agglomération;152860;42913;72950;35891;48.1
200069417;CC Pays d'Orthe et Arrigans;24006;6105;12002;5747;50.3
200069425;CA Mont-Saint-Michel-Normandie;87571;21795;41934;23884;47.9
200069433;CC de Vezouze en Piémont;11623;3190;5654;2849;48.4
200069441;CC du Pays de Bitche;33512;8405;18053;7381;53.3
200069458;CC des Vallées d'Auge et du Merlerault;14240;3367;6622;4365;46.1
200069482;CC des Campagnes de l'Artois;33162;9754;17034;6391;51.3
200069516;CC Seulles Terre et Mer;17303;5132;8818;3258;51.2
200069524;CC Pré-Bocage Intercom;24818;7538;12833;4411;51.8
200069532;CA Lisieux Normandie;72916;20983;35514;16755;48.5
200069540;CC Norge et Tille;16210;4615;8396;3108;52.1
200069565;CC des Lacs et Montagnes du Haut-Doubs;16407;4875;9237;2102;57
200069581;CC Convergence Garonne;32819;9334;17087;6257;52.3
200069599;CC Rurales de l'Entre-deux-Mers;16554;4311;8520;3730;51.4
200069615;CC Bresse Haute Seille;19096;4841;9506;4685;49.9
200069623;CC Champagnole Nozeroy Jura;22826;5886;11113;5703;49
200069631;CC Terres de Chalosse;18145;4736;9116;4256;50.3
200069649;CC Chalosse Tursan;26030;6494;13043;6429;50.2
200069656;CC Cœur Haute Lande;15811;3872;7885;3941;50.2
200069664;CC Meuse Rognon;10638;2502;5294;2945;49.3
200069672;CC du Ternois;37698;11015;18595;8379;48.9
200069698;CC Mâconnais - Tournugeois;15740;4009;7657;4022;48.8
200069722;CC Interrégionale Aumale - Blangy-sur-Bresle;21324;5690;10851;4875;50.7
200069730;CC des 4 Rivières;29076;7937;14401;6932;49.2
200069748;CC Val de Gâtine;21589;5931;10773;4827;50
200069755;CC Mellois en Poitou;47025;11850;23039;12498;48.6
200069763;CC du Haut-Poitou;41748;12404;21451;7874;51.4
200069821;CA Fécamp Caux Littoral Agglomération;38327;10673;18852;8784;49.2
200069839;CC de la Côte d'Albâtre;27698;7664;14352;5784;51.6
200069847;CC Plateau de Caux-Doudeville-Yerville;21198;6531;11050;3575;52.2
200069854;CU du Grand Poitiers;196530;67077;91725;36460;47
200069912;CC des Forêts du Perche;7683;1997;3739;2014;48.2
200069953;CC des Portes Euréliennes d'Île-de-France;48615;14407;25729;8442;53
200069961;CC du Grand Châteaudun;39903;10438;18986;10784;47.2
200069995;CC Médoc Cœur de Presqu'île;30552;8172;15271;6944;50.3
200070035;CC du Civraisien en Poitou;27163;6570;12838;7941;46.9
200070043;CC Vienne et Gartempe;38988;8765;18415;11989;47
200070068;CC Communauté Bray-Eawy;24973;7325;12454;5328;49.6
200070092;CA du Libournais;92148;25960;46393;19122;50.7
200070100;CC du Val de Sully;24244;6902;12205;5336;49.9
200070118;CC Val de Saône Centre;20805;6308;10660;3683;51.6
200070126;CC Seine et Aube;10174;2871;5191;2102;51.1
200070142;CC Lyons Andelle;20656;6113;10555;4084;50.9
200070159;CC Cœur de Beauce;24337;7248;12476;4732;51
200070167;CC Terres de Perche;14169;3886;6840;3478;48.2
200070183;CC des Terres du Val de Loire;49283;14321;24602;10090;50.2
200070233;CA Terres de Montaigu;49885;15909;25736;7783;52.1
200070282;CC Lavalette Tude Dronne;17634;3838;8574;5310;48.4
200070290;CC Coeur du Pays Haut;23185;6633;12101;4496;52.1
200070308;CA Mâconnais Beaujolais Agglomération;78970;22291;38958;17032;49.8
200070316;CC Entre Arroux, Loire et Somme;21856;4507;10449;7100;47.4
200070324;CC du Territoire de Lunéville à Baccarat;40762;11518;20418;8949;49.9
200070332;CC des Savoir-Faire;15130;3300;7075;4784;46.7
200070340;CC Haute Maurienne Vanoise;8564;2131;4493;1990;52.2
200070365;CC Corbières Salanque Méditerranée;23741;6476;11525;5047;50
200070373;CC Loir-Lucé-Bercé;23512;5774;10952;7019;46.1
200070407;CA Agglo Pays d'Issoire;56919;15197;29036;12618;51.1
200070431;CC Saint-Marcellin Vercors Isère Communauté;44618;12143;22464;9854;50.5
200070449;CC Inter-Caux-Vexin;55643;16112;29005;10275;52.4
200070464;CC Cœur de Maurienne Arvan;14436;3482;7382;3677;50.8
200070506;CC Pays de Nexon Monts de Chalus;13017;3062;6415;3565;49.2
200070514;CA du Grand Cognac;69126;17285;35312;16665;51
200070530;CC du Grand Autunois Morvan;35431;8292;16847;10172;47.7
200070548;CC Brionnais Sud Bourgogne;15002;3404;7032;4619;46.7
200070555;CC de la Veyle;23096;6896;11787;4256;51.4
200070563;CC Terres Touloises;44622;13215;22993;8233;51.7
200070571;CC Cœur de Berry;6854;1818;3541;1516;51.5
200070589;CC de Seille et Grand Couronné;18813;5613;9866;3271;52.6
200070647;CA Bergeracoise;60604;14624;28987;16974;47.8
200070662;CC Bretagne porte de Loire Communauté;32384;10634;16641;4916;51.7
200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel;23718;6538;11223;5841;47.6
200070688;CC Couesnon Marches de Bretagne;21957;6170;10829;4952;49.3
200070712;CC Thiers Dore et Montagne;36628;9157;18490;9459;49.8
200070720;CC Médoc Atlantique;27231;5347;12847;8672;47.8
200070738;CC Mad et Moselle;19866;5315;10679;3922;53.6
200070746;CA Sarreguemines Confluences;63927;15942;34759;13570;54.1
200070753;CA Riom Limagne et Volcans;67701;19155;35134;13214;52
200070761;CC Ambert Livradois Forez;27565;5886;13626;8059;49.4
200070779;CC Brie des Rivières et Châteaux;39755;12385;21463;5709;54.3
200070787;CC du Plateau de Lannemezan;17722;3727;8865;5172;49.9
200070795;CC du Pays de Trie et du Magnoac;6838;1366;3223;2300;46.8
200070803;CC des Coteaux du Val d'Arros;11015;2769;5654;2639;51.1
200070811;CC Pyrénées Vallées des Gaves;15291;3133;7800;4400;50.9
200070829;CC Neste Barousse;7292;1485;3388;2390;46.6
200070845;CC Orne Lorraine Confluences;53038;14598;27312;11160;51.5
200070852;CC Usses et Rhône;20959;6514;11249;3073;54
200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;29798;8194;15644;5920;52.6
200070902;CC Auxonne Pontailler Val de Saône;23396;6978;11840;4586;50.6
200070910;CC Tille et Venelle;4936;1389;2500;1069;50.4
200070928;CC Terre de Picardie;18152;5768;9358;3106;51.3
200070936;CC Ponthieu-Marquenterre;32865;8850;16014;8088;48.6
200070944;CC du Vimeu;22454;6053;11411;5072;50.6
200070951;CC du Territoire Nord Picardie;31001;9269;15661;6166;50.4
200070969;CC Avre Luce Noye;21820;6804;11367;3712;51.9
200070977;CC du Grand Roye;25378;7618;12779;5113;50.1
200070985;CC de l'Est de la Somme;19989;5709;10023;4445;49.7
200070993;CA de la Baie de Somme;48679;13046;24035;11849;49.1
200071017;CC des Terres d'Auxois;15702;3998;7791;3974;49.4
200071025;CC Haute-Provence-Pays de Banon;9861;2226;4925;2664;50.2
200071033;CC Jabron-Lure-Vançon-Durance;5264;1313;2652;1250;50.9
200071041;CC du Chaourçois et du Val d'Armance;10389;2693;5052;2705;48.3
200071058;CC Les Avant-Monts;27534;7198;13422;6758;49
200071066;CA de Saint-Dié-des-Vosges;73887;19450;37385;17589;50.2
200071074;CC Les Portes de l'Ile de France;22789;7185;11612;3788;51.4
200071082;CA Montluçon Communauté;60058;15677;28173;16768;46.5
200071116;CA ECLA  (Espace Communautaire Lons Agglomération);34113;9000;16413;8776;48
200071140;CA Moulins Communauté;64474;16799;31561;16098;49
200071165;CA Les Sables d'Olonne Agglomération;56343;10764;23577;19917;43.5
200071173;CC du Pays Arnay Liernais;7041;1554;3336;2199;47.1
200071181;CC Somme Sud-Ouest;38449;10961;19564;8050;50.7
200071199;CC Plaine Limagne;21351;6040;10719;4508;50.4
200071207;CC de Pouilly-en-Auxois/Bligny-sur-Ouche;8600;2187;4254;2144;49.6
200071215;CC Chavanon Combrailles et Volcans;12631;2749;6343;3566;50.1
200071223;CC Nièvre et Somme;27803;8165;14277;5530;51
200071298;CC des Terres du Lauragais;41259;12404;21885;6527;53.6
200071314;CC des Hauts Tolosans;34721;10823;18573;4936;54.1
200071363;CA Vichy Communauté;83578;20262;38247;24300;46.2
200071371;CC Bresse et Saône;25513;7329;12948;5111;51
200071389;CC Saint-Pourçain Sioule Limagne;33906;8562;16703;8798;49
200071405;CC Ardèche Rhône Coiron;23083;6994;11808;4202;51.3
200071413;CA Privas Centre Ardèche;43920;11514;21835;10443;49.9
200071454;CA Evreux Portes de Normandie;110627;34337;56314;19316;51.2
200071470;CC Entr'Allier Besbre et Loire;24536;5753;11959;6971;48.4
200071496;CC du Bocage Bourbonnais;13705;3218;6601;3929;48
200071504;CC des Collines du Perche Normand;12031;3016;5841;3296;48.1
200071512;CC Commentry Montmarault Néris Communauté;25710;6082;12657;7031;49.1
200071520;CC Domfront Tinchebray Interco;15836;3885;7545;4397;47.7
200071538;CC Terres de Bresse;22422;5756;11345;5252;50.8
200071546;CC Sud Retz Atlantique;25157;7763;12626;4550;50.6
200071553;CC Loire Layon Aubance;56685;17152;28621;10745;50.6
200071579;CC Bresse Louhannaise Intercom';28291;6896;13420;8001;47.4
200071587;CC Loches Sud Touraine;50748;12170;24836;14067;48.6
200071595;CC Arbois, Poligny, Salins, Cœur du Jura;21647;5606;10446;5691;48
200071629;CC Challans-Gois Communauté;48814;12322;23138;12449;48.3
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;8028;2088;3940;1997;49.1
200071652;CC du Pays Fertois et du Bocage Carrougien;4878;1267;2443;1222;49.5
200071678;CA Agglomération du Choletais;104864;31230;51053;22115;48.9
200071751;CA du Bassin de Bourg-en-Bresse;133942;38989;65914;28217;49.5
200071769;CC Picardie des Châteaux;17122;5162;8743;3340;50.7
200071777;CC d'Arcis, Mailly, Ramerupt;11819;3646;5629;2494;47.8
200071785;CA Chauny-Tergnier-La Fère;54848;16711;27252;11226;49.4
200071819;CC du Périgord Nontronnais;15072;2770;7081;5231;46.9
200071827;CA du Grand Angoulême;142379;39501;71196;31570;50
200071843;CC du Vexin Normand;32661;9979;16562;5891;51.1
200071850;CC du Pithiverais-Gâtinais;25795;7421;12897;5622;49.7
200071868;CC des Vallées du Haut-Anjou;36542;12235;18183;5885;50.1
200071876;CA Saumur Val de Loire;98377;28038;47775;23049;48.3
200071884;CC Le Grand Charolais;39957;9682;19185;11326;47.7
200071892;CA du Saint-Quentinois;79669;24648;38609;17006;48.1
200071900;CC Vendée Grand Littoral;34724;7679;15693;11036;45.6
200071918;CC du Pays de Saint-Fulgent - Les Essarts;28542;8921;14785;4502;52.4
200071926;CC du Limouxin;27598;6270;13405;7755;48.9
200071934;CC Pays de Fontenay-Vendée;34968;8815;17021;9221;48.6
200071942;CC Haut Limousin en Marche;22479;4232;10567;7829;46.7
200071967;CC Pays d'Évian Vallée d'Abondance;42077;11678;22816;7149;54.8
200071983;CC Thiérache Sambre et Oise;16515;4835;8144;3608;49.1
200071991;CC Retz-en-Valois;28935;8335;15275;5370;52.7
200072007;CC de la Montagne d'Ardèche;4822;868;2385;1593;49.2
200072015;CA Annonay Rhône Agglo;48938;13603;24262;10932;49.7
200072023;CC Cœur de Charente;21970;5388;10660;5932;48.5
200072031;CA de la Région de Château-Thierry;54485;16312;27524;10655;50.5
200072049;CC de Charente Limousine;35272;7703;16957;10687;48
200072056;CC Porte du Jura;10567;2737;5113;2724;48.3
200072064;CC Val-de-Cher-Controis;47159;11683;22389;13335;47.2
200072072;CA Territoires Vendômois;52492;12969;25684;14184;48.6
200072080;CC du Pays de Saint-Éloy;15530;3270;7585;4811;48.4
200072098;CC Combrailles Sioule et Morge;19475;5152;10195;4000;52.7
200072106;CC Adour Madiran;24022;5741;11693;6669;48.5
200072130;CA du Pays de Meaux;108278;37632;55599;14020;51.8
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;7639;1773;3935;1970;51.3
200072312;CA Seine Normandie Agglomération;82615;24252;41927;16229;50.9
200072320;CC Val de Gers;9968;2375;4926;2750;49
200072346;CA du Pays de Fontainebleau;69015;18865;34749;14987;50.7
200072452;CA Fougères Agglomération;55835;15965;27225;12684;48.7
200072460;CA de Béthune-Bruay, Artois-Lys Romane;276094;85911;139136;51192;50.4
200072478;CC Pays d'Opale;25248;8087;12787;4393;50.6
200072544;CC des Deux Morin;26590;8354;13544;4741;50.8
200072635;CC Pyrénées Haut Garonnaises;15541;3236;7380;4972;47.3
200072643;CC Cœur et Coteaux du Comminges;44192;10588;20741;13041;46.7
200072650;CC Touraine Vallée de l'Indre;53703;15932;27671;9834;51.8
200072668;CC Touraine Val de Vienne;24895;6126;12152;6744;48.6
200072676;CC Maine Saosnois;27546;7390;13313;7036;48
200072684;CC Le Gesnois Bilurien;31115;9541;15643;5968;50.2
200072692;CC des Vallées de la Braye et de l'Anille;15013;3615;7279;4339;47.8
200072700;CC Haute Sarthe Alpes Mancelles;22652;6469;11029;5303;48.4
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;18035;5414;9002;3765;49.5
200072726;CC Châteaubriant-Derval;44359;13441;21530;9448;48.5
200072734;CC Estuaire et Sillon;40126;13210;20582;5855;51.9
200072825;CC Mirebellois et Fontenois;12556;3594;6507;2490;51.7
200072874;CC Val Briard;28473;9110;15201;3955;53.8
200072882;CC de Vie et Boulogne;45298;14335;23199;7206;51.9
200072981;CC Touraine Ouest Val de Loire;33157;9324;16513;7406;49.7
200072999;CC du Grand Langres;20773;5265;10603;4948;50.9
200073013;CC Carnelle Pays-de-France;32623;9951;16815;5516;52.1
200073096;CA Arche Agglo;58331;16656;29337;11903;50.7
200073104;CC de l'Île-Rousse - Balagne;10807;2367;5376;2910;50.5
200073112;CC Sud Sarthe;22655;5940;10978;5845;48.2
200073120;CC Nebbiu - Conca d'Oro;7581;1518;3821;2162;50.9
200073138;CC Pasquale Paoli;6110;1233;2897;1992;47.3
200073146;CC Cagire Garonne Salat;17791;3918;8674;5103;49
200073161;CC Touraine-Est Vallées;40295;11691;20597;7830;51.3
200073237;CC de Gâtine et Choisilles - Pays de Racan;21980;6583;11539;3673;52.9
200073245;CC du Bassin d'Aubenas;40339;10082;19400;10827;48.1
200073252;CC de la Castagniccia-Casinca;12653;2928;6464;3068;51.9
200073260;CC Sud Vendée Littoral;55090;13730;25969;15155;47.3
200073344;CA Rambouillet Territoires;79058;23244;40616;15267;51.3
200073393;CC des Rives du Haut-Allier;16542;3552;8112;5000;48.7
200073401;CC Mézenc-Loire-Meygal;11296;2843;5619;2783;50
200073419;CA du Puy-en-Velay;82539;21855;40841;20174;49.3
200073427;CC Marches du Velay-Rochebaron;31106;9108;15584;6139;50.5
200077014;CA Vienne Condrieu;92201;27674;46228;17676;50.5
200083392;CA Laval Agglomération;114501;35857;55806;22677;48.8
200084952;CU Le Havre Seine Métropole;265498;82328;131981;53309;49.3
200085728;CC Brioude Sud Auvergne;16679;4075;8362;4301;50
200085751;CC Entre Bièvre et Rhône;68691;20696;34206;13484;50
200089456;CA Seine-Eure;103175;33048;53297;17001;51.6
200090504;CA Coulommiers Pays de Brie;93739;29410;48151;15165;51.9
200090561;CC Vierzon-Sologne-Berry;38192;9943;18268;10470;47.2
200090579;CC Terre d'Émeraude Communauté;24567;6441;12564;5687;50.9
200090751;CA Grand Calais Terres et Mers;98975;35162;51090;17640;49.2
200093201;Métropole Européenne de Lille;1182250;414204;588935;175911;49.9
200096634;CC des Hautes Vosges;21124;4876;10471;5848;49.4
200096642;CC Gérardmer Hautes Vosges;14233;3237;7055;3964;49.5
200096675;CC Baud Communauté;16088;4376;8113;3582;50.5
200096683;CC Centre Morbihan Communauté;26817;7893;13627;5301;50.8
200096956;CA Agglomération d'Agen;101169;28581;50898;21886;50.2
240100610;CC de la Côtière à Montluel;25039;8400;12828;3636;51.6
240100750;CA du Pays de Gex;100314;30837;56100;11320;57.1
240100800;CC de Miribel et du Plateau;24619;7584;12536;4150;51.7
240100883;CC de la Plaine de l'Ain;79824;24348;41286;13429;52.2
240100891;CC du Pays Bellegardien (CCPB);21964;6742;11558;3565;52.9
240200444;CC de la Thiérache du Centre;26102;7612;13116;5556;49.9
240200469;CC du Pays de la Serre;14424;4249;7303;2900;50.5
240200477;CA GrandSoissons Agglomération;52890;15840;25255;11669;47.9
240200493;CC du Pays du Vermandois;31079;9437;15634;6081;50.2
240200501;CC du Val de l'Aisne;20233;5938;10500;3803;51.9
240200519;CC du Canton d'Oulchy-le-Château;5600;1631;3032;952;54
240200576;CC de la Champagne Picarde;20844;6197;10942;3682;52.6
240200584;CC du Canton de Charly-sur-Marne;15609;4595;8042;3005;51.4
240200592;CC du Chemin des Dames;5492;1634;2819;1043;51.3
240200600;CC des Trois Rivières;20889;6259;10279;4471;48.9
240200634;CC des Portes de la Thiérache;6806;1957;3362;1601;48.6
240300491;CC du Pays de Lapalisse;8429;2045;4136;2285;48.9
240300558;CC du Pays de Tronçais;7469;1400;3580;2511;47.8
240300566;CC du Val de Cher;5517;1367;2780;1403;50.1
240300657;CC du Pays d'Huriel;7382;1874;3761;1803;50.6
240400440;CC Pays Forcalquier et Montagne de Lure;9985;2237;4828;2921;48.4
240500439;CC du Briançonnais;19117;5082;10381;4256;52.6
240500462;CC du Pays des Ecrins;6543;1655;3471;1468;52.6
240600551;CA de la Riviera Française;73935;18203;37827;17860;51.2
240600585;CA de Sophia Antipolis;180750;46142;89771;43004;50.2
240600593;CC du Pays des Paillons;21470;5509;10954;4922;51.2
240700302;CC du Pays Beaume-Drobie;9060;2013;4262;2719;47.4
240700617;CC Val de Ligne;6115;1443;2947;1753;48
240700716;CC du Val d'Ay;5949;1603;2941;1423;49.3
240700815;CC Berg et Coiron;7916;2115;3927;1813;50
240700864;CC du Rhône aux Gorges de l'Ardèche;18911;5091;9442;4384;49.9
240800821;CC Ardenne, Rives de Meuse;25969;7027;13402;5823;51.1
240800847;CC des Portes du Luxembourg;19783;5671;10048;4198;50.4
240800862;CC des Crêtes Préardennaises;21760;6148;11213;4455;51.4
240800920;CC de l'Argonne Ardennaise;16957;4486;8273;4422;48.2
240900431;CC du Pays de Tarascon;8412;1837;4080;2481;48.6
240900464;CC du Pays d'Olmes;14818;2991;7054;4788;47.6
241000223;CC Forêts, Lacs, Terres en Champagne;6884;2068;3497;1307;50.9
241000405;CC de la Région de Bar-sur-Aube;10744;2561;5339;2989;49
241000447;CC du Pays d'Othe;7737;2066;3781;1910;48.7
241000488;CC de l'Orvin et de l'Ardusson;8438;2405;4250;1785;50.4
241100593;CA Le Grand Narbonne;131649;33448;62134;35370;47.4
241200187;CA Rodez Agglomération;56218;16001;27942;12137;49.8
241200542;CC du Réquistanais;5264;1073;2437;1773;46.1
241200567;CC de Millau Grands Causses;28973;7343;14455;7698;49
241200625;CC du Pays Rignacois;5639;1480;2815;1328;50.1
241200641;CC Conques-Marcillac;12067;2927;5947;3175;49.4
