name,address,business_status,latitude,longitude
THONON LES BAINS TC,"Av. de la Grangette, Thonon-les-Bains",OPERATIONAL,46.362514,6.466714
Tennis Club De Thonon,"Av. de la Grangette, Thonon-les-Bains",OPERATIONAL,46.3624051,6.4680129
LE FIVE Annemasse,"16 Rue Deux Montagnes (Québec), Ville-la-Grand",OPERATIONAL,46.206535,6.280475
THONON LES BAINS TC,"Av. de la Grangette, Thonon-les-Bains",OPERATIONAL,46.362514,6.466714
Tennis Club De Thonon,"Av. de la Grangette, Thonon-les-Bains",OPERATIONAL,46.3624051,6.4680129
Club de Padel Aigle,"Chem. de la Mêlée 8, Aigle",OPERATIONAL,46.31845089999999,6.9358029
TENNIS AVENTURE MORZINE,"254 Chem. du Plan, Morzine",OPERATIONAL,46.1825143,6.7051164
TC Morgins,"Rte de France 35, Morgins",OPERATIONAL,46.236894,6.851361
Club de Padel Aigle,"Chem. de la Mêlée 8, Aigle",OPERATIONAL,46.31845089999999,6.9358029
Tennis Club Villars,Villars-sur-Ollon,OPERATIONAL,46.2950783,7.060016
Centre de Sports et Loisirs des Îles,"Route d'Aproz, Centre de Sports et Loisirs, Sion",OPERATIONAL,46.2134606,7.3223772
Tennis Club de Gravelone Sion,"Chem. de l'Agasse 11, Sion",OPERATIONAL,46.2352206,7.350967
LE 20EME SET,"Av. du Général de Gaulle, La Tranche-sur-Mer",OPERATIONAL,46.3507385,-1.4377911
"TC ""LE REBOND SUD VENDEE""","Rte de Chaillé les Marais, Le Langon",OPERATIONAL,46.427906,-0.9585439999999998
Le Sporting Club Poitiers,"Village Loisirs, Rue du Vercors, Fontaine-le-Comte",OPERATIONAL,46.52926739999999,0.2791736
Stade Poitevin Tennis Club,"Rue de la Devinière, Poitiers",OPERATIONAL,46.5690879,0.3757367
Le Sporting Club Poitiers,"Village Loisirs, Rue du Vercors, Fontaine-le-Comte",OPERATIONAL,46.52926739999999,0.2791736
Stade Poitevin Tennis Club,"Rue de la Devinière, Poitiers",OPERATIONAL,46.5690879,0.3757367
CHAUVIGNY US,"Rue de Peuron, Chauvigny",OPERATIONAL,46.5632285,0.6301396
MONTAMISE TC,"Rue du Cèdre, Montamisé",OPERATIONAL,46.621418,0.420819
GENCAY-USSON TC,"Rue Edmond Thiaudière, Saint-Maurice-la-Clouère",OPERATIONAL,46.371681,0.406996
Plateau sportif,Domérat,OPERATIONAL,46.3625224,2.5317998
Plateau sportif,Domérat,OPERATIONAL,46.3625224,2.5317998
E.D.S MONTLUCON,"16 rue de la Treille, Vaux",OPERATIONAL,46.365307,2.589269
Salles de Sport,"Rue Félix Mathé, Moulins",OPERATIONAL,46.5651216,3.324056
DOMPIERRE (AS),"Parc des Sports, Dompierre-sur-Besbre",OPERATIONAL,46.516152,3.685084299999999
PALINGES T.C.,"3 Imp. des Lilas, Palinges",OPERATIONAL,46.551571,4.219666
PALINGES T.C.,"3 Imp. des Lilas, Palinges",OPERATIONAL,46.551571,4.219666
Tennis et Padel Club de Crans VD,"Chem. des Sports 3, Crans (VD)",OPERATIONAL,46.3607186,6.2030153
Naopi Sports Events,"c/o ALR Fiduciaire Rummel SA, Chem. Valmont 224, Nyon",OPERATIONAL,46.38073730000001,6.220609
LANDAGORA sarl - Importateur SUISSE Padels AFPCOURTS - adidas et RedSport Padels -,"Prom. du Petit-Bois 15, Morges",OPERATIONAL,46.5047151,6.489262099999999
Vortex Padel,"Chem. de Closalet 4, Crissier",OPERATIONAL,46.5530584,6.5713108
Vidy Wind Club,"All. du Bornan 8, Lausanne",OPERATIONAL,46.51142600000001,6.6044304
Tennis Club de Morges (secrétariat tennis/padel),"Prom. du Petit-Bois 13, Morges",OPERATIONAL,46.50475,6.489618000000001
THONON LES BAINS TC,"Av. de la Grangette, Thonon-les-Bains",OPERATIONAL,46.362514,6.466714
Tennis Club De Thonon,"Av. de la Grangette, Thonon-les-Bains",OPERATIONAL,46.3624051,6.4680129
Tennis Club Evian,"591 Av. de Verniaz, Évian-les-Bains",OPERATIONAL,46.3934942,6.595419499999999
Naopi Sports Events,"c/o ALR Fiduciaire Rummel SA, Chem. Valmont 224, Nyon",OPERATIONAL,46.38073730000001,6.220609
Tennis Club Nyon,"Chem. des Frênes 2, Nyon",OPERATIONAL,46.3746081,6.2303694
Urban Padel Lausanne,"Av. Bergières 10, Lausanne",OPERATIONAL,46.5287678,6.6257249
LANDAGORA sarl - Importateur SUISSE Padels AFPCOURTS - adidas et RedSport Padels -,"Prom. du Petit-Bois 15, Morges",OPERATIONAL,46.5047151,6.489262099999999
Vidy Wind Club,"All. du Bornan 8, Lausanne",OPERATIONAL,46.51142600000001,6.6044304
Vortex Padel,"Chem. de Closalet 4, Crissier",OPERATIONAL,46.5530584,6.5713108
Green Club,"Chem. des Epinettes 1, Romanel-sur-Lausanne",OPERATIONAL,46.5576795,6.6171598
Tennis Club de Morges (secrétariat tennis/padel),"Prom. du Petit-Bois 13, Morges",OPERATIONAL,46.50475,6.489618000000001
THONON LES BAINS TC,"Av. de la Grangette, Thonon-les-Bains",OPERATIONAL,46.362514,6.466714
Tennis Club De Thonon,"Av. de la Grangette, Thonon-les-Bains",OPERATIONAL,46.3624051,6.4680129
FairPlay Tennis Centre,"Route du Verney 9, Puidoux",OPERATIONAL,46.4899826,6.7674384
Tennis Club Evian,"591 Av. de Verniaz, Évian-les-Bains",OPERATIONAL,46.3934942,6.595419499999999
Tennis Club De Ripaille,"109 Av. de Saint-Disdille, Thonon-les-Bains",OPERATIONAL,46.39779739999999,6.5061044
THE Paddle club,"Quai 1, Villeneuve",OPERATIONAL,46.3957558,6.920337
Tennis Club de Bossonnens,"Rte des Sports 63, Bossonnens",OPERATIONAL,46.52625399999999,6.8463498
FairPlay Tennis Centre,"Route du Verney 9, Puidoux",OPERATIONAL,46.4899826,6.7674384
Montreux Stand Up Paddle Club,"Chem. du Pierrier, Clarens",OPERATIONAL,46.4397579,6.889384
Garden Tennis Club,"Rue de la Parée Jésus, Saint-Jean-de-Monts",OPERATIONAL,46.7920746,-2.0771777
TC CHALLANDAIS,"54 Rue Newton, Challans",OPERATIONAL,46.835659,-1.880947
TC SAINT GILLES,"Rue de la Rabalette, Saint-Gilles-Croix-de-Vie",OPERATIONAL,46.69777699999999,-1.944529
Tennis Club Riez Océan,"2 Rue des Tressanges, Saint-Hilaire-de-Riez",OPERATIONAL,46.7102819,-1.9591835
LES RENARDS DE LANDERONDE,"Complexe sportif, Route de Beaulieu, Landeronde",OPERATIONAL,46.658886,-1.571227
LES RENARDS DE LANDERONDE,"Complexe sportif, Route de Beaulieu, Landeronde",OPERATIONAL,46.658886,-1.571227
Squash Yonnais,"Rue Robert Dauger, La Roche-sur-Yon",OPERATIONAL,46.690233,-1.4455728
Ligue de Tennis des Pays de la Loire,"25 Rue des Halles, La Roche-sur-Yon",OPERATIONAL,46.669616,-1.424384
Tennis Club Essartais,"Tennis Club Essartais Complexe sportif des Essarts Chemin du Parc des Sports, Essarts-en-Bocage",OPERATIONAL,46.777734,-1.2357718
PARTHENAY TENNIS SQUASH,"Base des Loisirs, Parthenay",OPERATIONAL,46.648827,-0.251441
CHATELLERAUDAIS NAUTIQUE TC,"Rue du Maréchal Juin, Châtellerault",OPERATIONAL,46.794891,0.532184
Padel Sports,"16 Chem. des Roches, Fontgombault",OPERATIONAL,46.6730169,0.9927273000000001
UNION SPORTIVE DE SAINT MAUR TENNIS,"Rue de Villers, Châteauroux",OPERATIONAL,46.81759599999999,1.631803
Courts de tennis,"Rue de Villers, Saint-Maur",OPERATIONAL,46.8116782,1.634501
CHALON T.C,"22 Rue Pierre de Coubertin, Farges-lès-Chalon",OPERATIONAL,46.80744199999999,4.849267
Club des Rotondes,"1 Rue du Petit Charrot, Saint-Rémy",OPERATIONAL,46.7744817,4.820098799999999
CHALON T.C,"22 Rue Pierre de Coubertin, Farges-lès-Chalon",OPERATIONAL,46.80744199999999,4.849267
Club des Rotondes,"1 Rue du Petit Charrot, Saint-Rémy",OPERATIONAL,46.7744817,4.820098799999999
TC DU BASSIN DE LONS LE SAUNIER,"Les, Rue des Rochettes, Lons-le-Saunier",OPERATIONAL,46.67136,5.550796
TC DU BASSIN DE LONS LE SAUNIER,"Les, Rue des Rochettes, Lons-le-Saunier",OPERATIONAL,46.67136,5.550796
POLIGNY T.C.,"1 rue du Champ d'Orain, Poligny",OPERATIONAL,46.83643,5.709099999999999
Tennis Club Payerne,"Moulin à Pigeon, Payerne",OPERATIONAL,46.81124870000001,6.9450712
TCM Tennis Club Marly,"Chem. des Sources 21, Marly",OPERATIONAL,46.76981139999999,7.1689021
Tennis Club Payerne,"Moulin à Pigeon, Payerne",OPERATIONAL,46.81124870000001,6.9450712
TCM Tennis Club Marly,"Chem. des Sources 21, Marly",OPERATIONAL,46.76981139999999,7.1689021
Tennis Club,"52 Av. du Maréchal Joffre, Noirmoutier-en-l'Île",OPERATIONAL,47.009308,-2.233992
AVENIR TENNIS BERNERIE,"Avenue de l'Océan, La Bernerie-en-Retz",OPERATIONAL,47.082561,-2.04078
Tennis Club,"52 Av. du Maréchal Joffre, Noirmoutier-en-l'Île",OPERATIONAL,47.009308,-2.233992
AVENIR TENNIS BERNERIE,"Avenue de l'Océan, La Bernerie-en-Retz",OPERATIONAL,47.082561,-2.04078
TC ST PHILBERT DE GD LIEU,"Complexe sportif, All. des Chevrets, Saint-Philbert-de-Grand-Lieu",OPERATIONAL,47.042957,-1.645888
AS RAQUETTES CUGANDAISES,"Complexe Sportif, Rte de Clisson, Cugand",OPERATIONAL,47.0676949,-1.2625036
L'Autre Usine,"49 Bd de la Rontardière, Cholet",OPERATIONAL,47.0579719,-0.8586609
ASEA BOURGES,"Allée Cavalière, Bourges",OPERATIONAL,47.081013,2.398782
Bourges Tennis Club,"34 Bd de l'Industrie, Bourges",OPERATIONAL,47.0727157,2.3917241
BOURGES TENNIS CLUB,"Av. Roland Garros, Bourges",OPERATIONAL,47.0650896,2.3830536
ASEA BOURGES,"Allée Cavalière, Bourges",OPERATIONAL,47.081013,2.398782
ASAV Tennis,"6 Rue Benoît Frachon, Varennes-Vauzelles",OPERATIONAL,47.0056268,3.1423766
VAUZELLES A.S.A.,"6 Rue Benoît Frachon, Fourchambault",OPERATIONAL,47.005962,3.1414
NEVERS A.S.P.T.T.,"Impasse Gui, 8 Av. Patrick Guillot, Nevers",OPERATIONAL,46.980068,3.124365000000001
Fg de Lyon,Nevers,OPERATIONAL,46.97866699999999,3.159559
ASAV Tennis,"6 Rue Benoît Frachon, Varennes-Vauzelles",OPERATIONAL,47.0056268,3.1423766
VAUZELLES A.S.A.,"6 Rue Benoît Frachon, Fourchambault",OPERATIONAL,47.005962,3.1414
NEVERS A.S.P.T.T.,"Impasse Gui, 8 Av. Patrick Guillot, Nevers",OPERATIONAL,46.980068,3.124365000000001
BEAUNE T.C.,"Rue des Châteaux, Vignoles",OPERATIONAL,47.024765,4.883732
Tennis Club de Beaune,"5 Rue des Châteaux, Vignoles",OPERATIONAL,47.02410030000001,4.889136
BEAUNE T.C.,"Rue des Châteaux, Vignoles",OPERATIONAL,47.024765,4.883732
Tennis Club de Beaune,"5 Rue des Châteaux, Vignoles",OPERATIONAL,47.02410030000001,4.889136
Tennis Club,"All. des Prés Buffard, Dole",OPERATIONAL,47.0729861,5.4870316
VAL D'AMOUR TENNIS CLUB,"Impasse du Tennis, Dole",OPERATIONAL,46.980312,5.60192
VAL D'AMOUR TENNIS CLUB,"Impasse du Tennis, Dole",OPERATIONAL,46.980312,5.60192
Le Komplex Pontarlier,"Rue Hélène Boucher, Pontarlier",OPERATIONAL,46.9073791,6.3386306
Le Komplex Pontarlier,"Rue Hélène Boucher, Pontarlier",OPERATIONAL,46.9073791,6.3386306
TENNIS VAL DE MORTEAU,"Le Clair, Les Fins",OPERATIONAL,47.07854,6.6286521
Padel Club Colombier,"All. des Marronniers 7, Colombier",OPERATIONAL,46.96075889999999,6.867044099999999
Padel Swiss,"Rue de Champréveyres 14, Neuchâtel",OPERATIONAL,47.0066468,6.9642525
Padel Helvetia,"Rte des Marais 10, Marin-Epagnier",OPERATIONAL,47.0071021,7.0202117
CIS Marin Sports & Loisirs,"Rte des Marais 10, Marin-Epagnier",OPERATIONAL,47.0073734,7.0206635
TC Colombier,"Chem. des Perreuses 1, Colombier",OPERATIONAL,46.9704857,6.8568599
Tennis-Club La Chaux-de-Fonds,"Rue du Grenier 52, La Chaux-de-Fonds",OPERATIONAL,47.0958002,6.832666499999999
Padel Swiss,"Rue de Champréveyres 14, Neuchâtel",OPERATIONAL,47.0066468,6.9642525
Padel Helvetia,"Rte des Marais 10, Marin-Epagnier",OPERATIONAL,47.0071021,7.0202117
Swiss Padel Pro,"Freiburgstrasse 45, Murten",OPERATIONAL,46.9205857,7.1122396
CIS Marin Sports & Loisirs,"Rte des Marais 10, Marin-Epagnier",OPERATIONAL,47.0073734,7.0206635
Tennisclub Lyss,"Wannersmatt 1, Lyss",OPERATIONAL,47.06378950000001,7.315472600000001
Tennis and squash center Murten,"Freiburgstrasse 45, Murten",OPERATIONAL,46.9207702,7.112234
Paddel Club Bern,"Arastrasse 7, Ittigen",OPERATIONAL,46.97752819999999,7.4584865
Paddel Club Bern,"Eyweg 22, Hinterkappelen",OPERATIONAL,46.9619714,7.371902599999999
Tennisclub Lyss,"Wannersmatt 1, Lyss",OPERATIONAL,47.06378950000001,7.315472600000001
Sportcenter Flamingo STS Squash u. Tennis Sportanlagen AG - MKTA Gruppe,"Dennigkofenweg 122, Ostermundigen",OPERATIONAL,46.9474374,7.4905823
TC Lyss,"Gantrischweg 28, Lyss",OPERATIONAL,47.0740491,7.3141545
Paddel Club Bern,"Arastrasse 7, Ittigen",OPERATIONAL,46.97752819999999,7.4584865
Sportcenter Flamingo STS Squash u. Tennis Sportanlagen AG - MKTA Gruppe,"Dennigkofenweg 122, Ostermundigen",OPERATIONAL,46.9474374,7.4905823
PADELTA AG,"Station-Ost 1, Rothenburg",OPERATIONAL,47.0884819,8.2510218
PADEL,Emmen,OPERATIONAL,47.069222,8.2880305
Dr. Philip Padel,"Sankt-Anna-Strasse 32, Luzern",OPERATIONAL,47.0581301,8.3262301
Dr. med. Philipp Padel,"Zentralstrasse 1, Luzern",OPERATIONAL,47.0501744,8.310263899999999
PadelHub,"Horwerstrasse 87, Luzern",OPERATIONAL,47.0350216,8.3041836
Tennis Club Littau,"Ruopigenmoos, Luzern",OPERATIONAL,47.0588381,8.2693105
Squash Club Pilatus Kriens,"Schlundstrasse, Kriens",OPERATIONAL,47.0231641,8.2932533
La Baule Tennis Club,"45 Av. de l'Étoile, La Baule-Escoublac",OPERATIONAL,47.280075,-2.3647592
PADEL XP.com (boutique internet),"11 Av. Frédéric Loiseau, La Baule-Escoublac",OPERATIONAL,47.2868096,-2.4003358
Complexe sportif et Culturel de La Vigne,"47°23'47. 2°27'02., 5 Bd du 19 Mars 1962, Guérande",OPERATIONAL,47.3322094,-2.4290229
Saint Nazaire Tennis Club,"1 Av. Pierre de Coubertin, Saint-Nazaire",OPERATIONAL,47.27475399999999,-2.2298236
Tennis Club Pornichet,"11 Av. de Saint-Sébastien, Pornichet",OPERATIONAL,47.259494,-2.332552
La Baule Tennis Club,"45 Av. de l'Étoile, La Baule-Escoublac",OPERATIONAL,47.280075,-2.3647592
Artligne Fitness Pornic,"5 Rue du Traité de Lisbonne, Pornic",OPERATIONAL,47.1288299,-2.1268346
T.R.O. LA PLAINE PREFAILLES,"10 Rue des Sports, La Plaine-sur-Mer",OPERATIONAL,47.138783,-2.190805
Complexe de tennis Saint-Brevin-les-Pins,"5 Av. des Sports, Saint-Brevin-les-Pins",OPERATIONAL,47.2407951,-2.1640458
AVENIR TENNIS BERNERIE,"Avenue de l'Océan, La Bernerie-en-Retz",OPERATIONAL,47.082561,-2.04078
Athlétique Club Brévinois Tennis,"5 Av. des Sports, Saint-Brevin-les-Pins",OPERATIONAL,47.2411639,-2.1645145
Saint Nazaire Tennis Club,"1 Av. Pierre de Coubertin, Saint-Nazaire",OPERATIONAL,47.27475399999999,-2.2298236
Tennis Club Pornichet,"11 Av. de Saint-Sébastien, Pornichet",OPERATIONAL,47.259494,-2.332552
Artligne Fitness Pornic,"5 Rue du Traité de Lisbonne, Pornic",OPERATIONAL,47.1288299,-2.1268346
Le Sporting Nantes,"3 Imp. du Bourrelier, Saint-Herblain",OPERATIONAL,47.2215137,-1.6415682
TC DE BOUAYE,"Route du Tour, Chem. de la Piogerie, Bouaye",OPERATIONAL,47.154579,-1.691996
Tennis Club COUERONNAIS,"Rue Marcel de la Provote, Couëron",OPERATIONAL,47.212284,-1.738748
SNUC Tennis,"Stade Pascal Laporte, 74 Bd des Anglais, Nantes",OPERATIONAL,47.2296294,-1.5807256
Sporting Club Nantes,"9 Rue de la Révolution des Œillets, Nantes",OPERATIONAL,47.2188429,-1.5209364
tennis club la chapelle sur erdre,"17-19 Rue Jean Jaurès, La Chapelle-sur-Erdre",OPERATIONAL,47.3010673,-1.5502138
Rezé Tennis Club,"Rue des Champs Garnier, Rezé",OPERATIONAL,47.1823948,-1.5668334
ORVAULT CHOLIERE TC,"108 Bis Av. Claude Antoine Peccot, Orvault",OPERATIONAL,47.25280009999999,-1.6103049
UrbanPadel - Club Padel Nantes Carquefou,"20 Rue du Moulin Boisseau, Carquefou",OPERATIONAL,47.287857,-1.4805188
Smash Goal,"5 Rue de la Garde bat A, Nantes",OPERATIONAL,47.24976789999999,-1.501077
Le Sporting Nantes,"3 Imp. du Bourrelier, Saint-Herblain",OPERATIONAL,47.2215137,-1.6415682
ENTENTE TENNIS VERTOU,"Rte de la ville au Blanc, Vertou",OPERATIONAL,47.17850910000001,-1.4629783
D'sport & Co Nantes - Squash - Beach Bar - Restaurant - Anniversaire,"5 Rue des Pays-Bas, Nantes",OPERATIONAL,47.2558189,-1.5025903
UrbanSoccer Nantes - Carquefou,"ZAC du Moulin Boisseau, 3 Rue Suzanne Lenglen, Carquefou",OPERATIONAL,47.287167,-1.4813341
SNUC Tennis,"Stade Pascal Laporte, 74 Bd des Anglais, Nantes",OPERATIONAL,47.2296294,-1.5807256
Sporting Club Nantes,"9 Rue de la Révolution des Œillets, Nantes",OPERATIONAL,47.2188429,-1.5209364
tennis club la chapelle sur erdre,"17-19 Rue Jean Jaurès, La Chapelle-sur-Erdre",OPERATIONAL,47.3010673,-1.5502138
Rezé Tennis Club,"Rue des Champs Garnier, Rezé",OPERATIONAL,47.1823948,-1.5668334
ORVAULT CHOLIERE TC,"108 Bis Av. Claude Antoine Peccot, Orvault",OPERATIONAL,47.25280009999999,-1.6103049
Larde Sports Nantes - Les Sorinières,"Rez de chaussée, 14 Av. de Morges, Vertou",OPERATIONAL,47.1674835,-1.4709184
AS RAQUETTES CUGANDAISES,"Complexe Sportif, Rte de Clisson, Cugand",OPERATIONAL,47.0676949,-1.2625036
BOURGUEIL ENTENTE SPORTIVE,"Av. de Saint-Nicolas, Chouzé-sur-Loire",OPERATIONAL,47.286907,0.158686
Sensation Paddle,"13bis Rte de Menuet, Rivarennes",OPERATIONAL,47.26123579999999,0.3472586
BOURGUEIL ENTENTE SPORTIVE,"Av. de Saint-Nicolas, Chouzé-sur-Loire",OPERATIONAL,47.286907,0.158686
Dr PADEL Chirurgien Dentiste,"11 Bd Léo Lagrange, Ballan-Miré",OPERATIONAL,47.3370689,0.6129616
Dr PADEL Chirurgien Dentiste,"11 Bd Léo Lagrange, Ballan-Miré",OPERATIONAL,47.3370689,0.6129616
TENNIS CLUB VAL DE L'INDRE,"Pl. André Delaunay, Montbazon",OPERATIONAL,47.286983,0.713777
TRUYES CORMERY TENNIS CLUB,"Mairie, Rue du Clocher, Truyes",OPERATIONAL,47.2749862,0.8487751
TENNIS BLERE VAL DE CHER,"Terrain de la Gâtine, Bléré",OPERATIONAL,47.3275047,0.9909859000000001
SPORTS ATHLETIQUES VIERZONNAIS TENNIS,"144 Avenue Edouard Vaillant, Vierzon",OPERATIONAL,47.221439,2.069791
ASEA BOURGES,"Allée Cavalière, Bourges",OPERATIONAL,47.081013,2.398782
TENNIS CLUB SAINT DOULCHARD,"12 Rue de la Caillère, Saint-Doulchard",OPERATIONAL,47.11642579999999,2.3580413
Bourges Tennis Club,"34 Bd de l'Industrie, Bourges",OPERATIONAL,47.0727157,2.3917241
ASEA BOURGES,"Allée Cavalière, Bourges",OPERATIONAL,47.081013,2.398782
Padel Park,"1 Bd Maréchal de Lattre de Tassigny, Dijon",OPERATIONAL,47.32241759999999,5.067993299999999
QUETIGNY A.S.,"Place Abbé Picard, Quetigny",OPERATIONAL,47.311241,5.115273999999999
Tennis Club,"Hameau de, Fénay",OPERATIONAL,47.2515204,5.0492748
Tennis Club Dijon,"19 Bd Voltaire, Dijon",OPERATIONAL,47.316064,5.0513702
Padel Park,"1 Bd Maréchal de Lattre de Tassigny, Dijon",OPERATIONAL,47.32241759999999,5.067993299999999
QUETIGNY A.S.,"Place Abbé Picard, Quetigny",OPERATIONAL,47.311241,5.115273999999999
Tennis Club,"Hameau de, Fénay",OPERATIONAL,47.2515204,5.0492748
Tennis Club Dijon,"19 Bd Voltaire, Dijon",OPERATIONAL,47.316064,5.0513702
Tennis Club,"Stade Jean Guichard, Route de Flammerans, Auxonne",OPERATIONAL,47.197645,5.3917402
Tennis Club,"All. des Prés Buffard, Dole",OPERATIONAL,47.0729861,5.4870316
Tennis Padel Grand Besançon Métropole,"Rte de Belfort, Thise",OPERATIONAL,47.2675084,6.072595600000001
Comité Départemental Tennis du Doubs,"49 Av. de l'Observatoire, Besançon",OPERATIONAL,47.2482774,5.9864532
BESANCON TENNIS CLUB,"16 Rue de Trepillot, Besançon",OPERATIONAL,47.242603,6.003461000000001
Franche Comté Tennis League,"49 Av. de l'Observatoire, Besançon",OPERATIONAL,47.24808729999999,5.986725499999999
Play Arena,"5 Rue Auguste Jouchoux, Besançon",OPERATIONAL,47.2364745,5.9867886
TENNIS MARNAY,"6 Rue de la Poterie, Chenevrey-et-Morogne",OPERATIONAL,47.287753,5.771561
Tennis Padel Grand Besançon Métropole,"Rte de Belfort, Thise",OPERATIONAL,47.2675084,6.072595600000001
Comité Départemental Tennis du Doubs,"49 Av. de l'Observatoire, Besançon",OPERATIONAL,47.2482774,5.9864532
BESANCON TENNIS CLUB,"16 Rue de Trepillot, Besançon",OPERATIONAL,47.242603,6.003461000000001
Franche Comté Tennis League,"49 Av. de l'Observatoire, Besançon",OPERATIONAL,47.24808729999999,5.986725499999999
Play Arena,"5 Rue Auguste Jouchoux, Besançon",OPERATIONAL,47.2364745,5.9867886
TENNIS VAL DE MORTEAU,"Le Clair, Les Fins",OPERATIONAL,47.07854,6.6286521
TC Lyss,"Gantrischweg 28, Lyss",OPERATIONAL,47.0740491,7.3141545
TC Lyss,"Gantrischweg 28, Lyss",OPERATIONAL,47.0740491,7.3141545
PADELTA AG,"Station-Ost 1, Rothenburg",OPERATIONAL,47.0884819,8.2510218
Tennis Padel - Carnac Beaumer,"All. des Tennis, Carnac",CLOSED_TEMPORARILY,47.5737949,-3.0563184
BELLE ILE TENNIS CLUB,"Le Gouerch, Le Palais",OPERATIONAL,47.333474,-3.160968
PRESQU'ILE DE QUIBERON,Saint-Pierre-Quiberon,OPERATIONAL,47.5133657,-3.1286905
CLUB DE TENNIS DE MESQUER,"Complexe Sportif de la Vigne, Mesquer",OPERATIONAL,47.399615,-2.460798
Tennis Club La Turballe (TCLT),"Rue Julien Jaunais, La Turballe",OPERATIONAL,47.351155,-2.5109507
Bouée Paddle Damgan,"7068 Rue Espa. du Loch, Damgan",OPERATIONAL,47.5156797,-2.5639648
Complexe Sportif - départ balade Vintage Heroes Festival,"10 Rue Julien Jaunais, La Turballe",OPERATIONAL,47.3512072,-2.5110342
SUD VILAINE TENNIS CLUB,"44 Rue du Calvaire, Nivillac",OPERATIONAL,47.479478,-2.4821437
Tennis Club Mesquer,"Rue des Sports (RD52B), Mesquer",OPERATIONAL,47.3969977,-2.4505634
CLUB DE TENNIS DE MESQUER,"Complexe Sportif de la Vigne, Mesquer",OPERATIONAL,47.399615,-2.460798
NIVILLAC G.N.D.B.,"Salle Omnisport La, Rue de la Croix Jacques, Nivillac",OPERATIONAL,47.5323909,-2.2835405
Tennis Club,"66 Av. des Sports (RD33), La Chapelle-des-Marais",OPERATIONAL,47.44331,-2.329576
Tennis Club La Turballe (TCLT),"Rue Julien Jaunais, La Turballe",OPERATIONAL,47.351155,-2.5109507
Bouée Paddle Damgan,"7068 Rue Espa. du Loch, Damgan",OPERATIONAL,47.5156797,-2.5639648
Complexe sportif et Culturel de La Vigne,"47°23'47. 2°27'02., 5 Bd du 19 Mars 1962, Guérande",OPERATIONAL,47.3322094,-2.4290229
TC ANDREANAIS,"18 Rue du Stade, Saint-André-des-Eaux",OPERATIONAL,47.319832,-2.307958
Complexe Sportif - départ balade Vintage Heroes Festival,"10 Rue Julien Jaunais, La Turballe",OPERATIONAL,47.3512072,-2.5110342
SUD VILAINE TENNIS CLUB,"44 Rue du Calvaire, Nivillac",OPERATIONAL,47.479478,-2.4821437
NIVILLAC G.N.D.B.,"Salle Omnisport La, Rue de la Croix Jacques, Nivillac",OPERATIONAL,47.5323909,-2.2835405
Tennis Club,"66 Av. des Sports (RD33), La Chapelle-des-Marais",OPERATIONAL,47.44331,-2.329576
Vital Padel,Savenay,OPERATIONAL,47.37329099999999,-1.9354033
ESPERANCE DE CAMPBON,"Av. des Sports, Campbon",OPERATIONAL,47.4122584,-1.9676278
Vital Form Savenay,"Parc Commercial de La Colleraye, Savenay",OPERATIONAL,47.3732777,-1.9354297
T.C.ANCENIS,385 Bld Vincent,OPERATIONAL,47.408054,-1.1775
T.C.ANCENIS,385 Bld Vincent,OPERATIONAL,47.408054,-1.1775
Angers Tennis Club,"4 Bd Marc Leclerc, Angers",OPERATIONAL,47.465179,-0.5661246
AS AVRILLE TENNIS,"Rdpt du Général de Gaulle, Avrillé",OPERATIONAL,47.4998168,-0.5918841
TC CANTENAY EPINARD,"Salle de Tennis, Salle du Ronceray, Cantenay-Épinard",OPERATIONAL,47.5312805,-0.5688801
TENNIS CHALONNAIS,"Av. Laffon de Ladebat, Chalonnes-sur-Loire",OPERATIONAL,47.34793699999999,-0.758687
Athletic Club de Belle-Beille Tennis,"17 Rue de Pruniers, Angers",OPERATIONAL,47.47007379999999,-0.5876833
Angers Tennis Club,"4 Bd Marc Leclerc, Angers",OPERATIONAL,47.465179,-0.5661246
Playground,"61 All. du Vercors, Angers",OPERATIONAL,47.49339070000001,-0.5238910999999999
AS L'INTREPIDE DE CORZE,"4 Rue des Vergers, Corzé",OPERATIONAL,47.560042,-0.390401
AS AVRILLE TENNIS,"Rdpt du Général de Gaulle, Avrillé",OPERATIONAL,47.4998168,-0.5918841
Wake Up Form Angers,"Carré d'Orgemont, Rue du Petit Damiette, Angers",OPERATIONAL,47.4433383,-0.5459957
TC CANTENAY EPINARD,"Salle de Tennis, Salle du Ronceray, Cantenay-Épinard",OPERATIONAL,47.5312805,-0.5688801
AS PONTS DE CE,"15 Rue Emile Joulain, Les Ponts-de-Cé",OPERATIONAL,47.430935,-0.525439
Tennis Club Seichois,"6 Rue de Bretigne, Rives-du-Loir-en-Anjou",OPERATIONAL,47.5586874,-0.4339734
Athletic Club de Belle-Beille Tennis,"17 Rue de Pruniers, Angers",OPERATIONAL,47.47007379999999,-0.5876833
TC BAUMETTE,"3 Av. Jean XXIII, Angers",OPERATIONAL,47.45183979999999,-0.569825
AS L'INTREPIDE DE CORZE,"4 Rue des Vergers, Corzé",OPERATIONAL,47.560042,-0.390401
TC DE L'AUTHION,"Chemin des Esquissaux, Beaufort-en-Anjou",OPERATIONAL,47.44059,-0.217616
