name,address,business_status,latitude,longitude
Tennis Padel Club Montaleigne,"1 Chem. de l'Estelle, Cagnes-sur-Mer",OPERATIONAL,43.69300459999999,7.174867099999999
Tennis Stage Et Leçons | Tennis & Padel,"330 Av. Jules Grec, Antibes",OPERATIONAL,43.59060059999999,7.1178119
Tennis Antibes Padel Club la Roseraie,"245 Trav. Fontmerle, Antibes",OPERATIONAL,43.5811875,7.095902400000001
"ULTRA CAGNES - TENNIS, PADEL et MULTI-SPORTS","Av. Colonel Jeanpierre, Cagnes-sur-Mer",OPERATIONAL,43.6709767,7.1512807
Tennis Club de Mouans-Sartoux | Tennis & Padel,"578 Chem. de la Chapelle, Mouans-Sartoux",OPERATIONAL,43.6262596,6.954860699999999
Tennis Club Les Acacias | Tennis & Padel & Calcetto & Piscine & Snack,"2500 Chem. du Vallon des Vaux, Cagnes-sur-Mer",OPERATIONAL,43.6951253,7.1585522
Tennis Club de Grasse,"190 Rte de Cannes, Grasse",OPERATIONAL,43.6319688,6.952227199999999
TC ROQUETTAN,"1691 Av. de la République, La Roquette-sur-Siagne",OPERATIONAL,43.584839,6.941669
NICE SMASH 06. Magasin Padel Squash Tennis à Nice,"200 Av. de la Californie, Nice",OPERATIONAL,43.6819819,7.231496
Gsem Tennis,"Chem. du Cimetière de l'Est, Nice",OPERATIONAL,43.7450337,7.303040999999999
Nice Lawn Tennis Club | Tennis & Padel,"5 Av. Suzanne Lenglen, Nice",OPERATIONAL,43.70463609999999,7.251907999999999
ASPTT Nice Côte d'Azur Tennis,"274 Rue Albert Camus, Saint-Laurent-du-Var",OPERATIONAL,43.6795425,7.18961
TC ANTIBES JUAN LES PINS,"330 Av. Jules Grec, Antibes",OPERATIONAL,43.5907783,7.117858399999999
Tennis Padel Soleil,"1690 Avenue des Combattants en Afrique du N, Beausoleil",OPERATIONAL,43.7474014,7.419565200000001
ULTRA FABRON - PADEL et FOOTBALL,"279 Av. de Fabron, Nice",OPERATIONAL,43.6927075,7.210277899999999
Padel Tennis Nice Valrose,"65 Av. Valrose, Nice",OPERATIONAL,43.7170524,7.2652192
Tennis Padel Club,"80 Av. de la Lanterne, Nice",OPERATIONAL,43.6816216,7.2254393
Padel Eze - Côte d'Azur,"861 Bd du Maréchal Leclerc, Èze",OPERATIONAL,43.7335236,7.3532156
Tennis Club des Combes | Tennis & Padel,"768 Bd du Mercantour, Nice",OPERATIONAL,43.7451388,7.1875632
Tennis Padel Club Montaleigne,"1 Chem. de l'Estelle, Cagnes-sur-Mer",OPERATIONAL,43.69300459999999,7.174867099999999
Tennis Club of Eze,"861 Bd du Maréchal Leclerc, Èze",OPERATIONAL,43.7335195,7.3532278
NICE SMASH 06. Magasin Padel Squash Tennis à Nice,"200 Av. de la Californie, Nice",OPERATIONAL,43.6819819,7.231496
Gsem Tennis,"Chem. du Cimetière de l'Est, Nice",OPERATIONAL,43.7450337,7.303040999999999
Monte-Carlo International Sports,"41 Av. Hector Otto, Monaco",OPERATIONAL,43.73448279999999,7.413593100000001
Nice Lawn Tennis Club | Tennis & Padel,"5 Av. Suzanne Lenglen, Nice",OPERATIONAL,43.70463609999999,7.251907999999999
ASPTT Nice Côte d'Azur Tennis,"274 Rue Albert Camus, Saint-Laurent-du-Var",OPERATIONAL,43.6795425,7.18961
La Turbie Tennis Club,"514 Rte de la Tête de Chien 476, La Turbie",OPERATIONAL,43.7381514,7.400104999999999
Tennis Club Team Borfiga,"680 Rte de la Tête de Chien, La Turbie",OPERATIONAL,43.7367706,7.3999429
AZUR TENNIS SPORTS VALROSE,"65 Av. Valrose, Nice",OPERATIONAL,43.717721,7.265223000000001
Tennis Padel Soleil,"1690 Avenue des Combattants en Afrique du N, Beausoleil",OPERATIONAL,43.7474014,7.419565200000001
Monte-Carlo International Sports,"41 Av. Hector Otto, Monaco",OPERATIONAL,43.73448279999999,7.413593100000001
TC BEAUSOLEIL,"8 Av. Hector Otto, Beausoleil",OPERATIONAL,43.745598,7.416431999999999
SOUSTONS AS,"Plaine l'Isle Verte, Rue du Collège, Soustons",OPERATIONAL,43.753792,-1.33348
Tennis Club de Moliets,"Rue Mathieu Desbieys, Moliets-et-Maa",OPERATIONAL,43.8461794,-1.3769988
MOLIETS TG,"Route de la Plage, Saint-Vincent-de-Tyrosse",OPERATIONAL,43.846241,-1.37717
VIEUX BOUCAU CS,"Av. de la Plage, Vieux-Boucau-les-Bains",OPERATIONAL,43.7869065,-1.4028178
SOUSTONS AS,"Plaine l'Isle Verte, Rue du Collège, Soustons",OPERATIONAL,43.753792,-1.33348
le squash,"ilot campus, 2128 Av. de la Résistance, Saint-Paul-lès-Dax",OPERATIONAL,43.7270388,-1.0775916
Tennis Club de Moliets,"Rue Mathieu Desbieys, Moliets-et-Maa",OPERATIONAL,43.8461794,-1.3769988
CASTETS TC,"Stade Municipal, Route du, Castets",OPERATIONAL,43.88027950000001,-1.1376963
MOLIETS TG,"Route de la Plage, Saint-Vincent-de-Tyrosse",OPERATIONAL,43.846241,-1.37717
VIEUX BOUCAU CS,"Av. de la Plage, Vieux-Boucau-les-Bains",OPERATIONAL,43.7869065,-1.4028178
LINXE RC,"127 Rue du Stade, Linxe",OPERATIONAL,43.919769,-1.25157
PST TENNIS CLUB DE TARTAS,"Av. Leon Blum, Tartas",OPERATIONAL,43.8395462,-0.8212935
Ligue Tennis Nouvelle Aquitaine Pôle Tartas,"Chemin d'Ous Pins, 61 Rte des Sports, Tartas",OPERATIONAL,43.8402958,-0.8207104
le squash,"ilot campus, 2128 Av. de la Résistance, Saint-Paul-lès-Dax",OPERATIONAL,43.7270388,-1.0775916
CASTETS TC,"Stade Municipal, Route du, Castets",OPERATIONAL,43.88027950000001,-1.1376963
PST TENNIS CLUB DE TARTAS,"Av. Leon Blum, Tartas",OPERATIONAL,43.8395462,-0.8212935
Ligue Tennis Nouvelle Aquitaine Pôle Tartas,"Chemin d'Ous Pins, 61 Rte des Sports, Tartas",OPERATIONAL,43.8402958,-0.8207104
PADELNBLOCK - 40090,"191 ALL DE MAMOURA, Saint-Avit",OPERATIONAL,43.92115700000001,-0.436983
Stade Montois Tennis,"453 Chem. des Sports, Mont-de-Marsan",OPERATIONAL,43.8969345,-0.4800799999999999
PADELNBLOCK - 40090,"191 ALL DE MAMOURA, Saint-Avit",OPERATIONAL,43.92115700000001,-0.436983
AUZAN TENNIS CLUB,"Lac de Coucut, Castelnau-d'Auzan-Labarrère",OPERATIONAL,43.948997,0.084016
NOGARO-LE HOUGA TENNIS CLUB,"Stade Municipal, Nogaro",OPERATIONAL,43.77103,-0.031266
AUZAN TENNIS CLUB,"Lac de Coucut, Castelnau-d'Auzan-Labarrère",OPERATIONAL,43.948997,0.084016
Tennis Club Verdunois,"Rue des Jardins, Verdun-sur-Garonne",OPERATIONAL,43.8562527,1.2375269
Tennis Club Verdunois,"Rue des Jardins, Verdun-sur-Garonne",OPERATIONAL,43.8562527,1.2375269
Tennis Club Saint-Sulpice,"Chemin d'Embrouysset, Saint-Sulpice-la-Pointe",OPERATIONAL,43.7722668,1.6696258
Une Corde à Ma Raquette,"643 Rte de Paulhac, Bessières",OPERATIONAL,43.7905329,1.6004232
Padel Club Albigeois,"3 rue Aimé Cathala, Puygouzon",OPERATIONAL,43.8929383,2.164092
Tennis Club d'Albi,"283 Av. Colonel Teyssier, Albi",OPERATIONAL,43.921671,2.1678059
Tennis Club de Cambon,"25 Rue Gaspard Monge, Albi",OPERATIONAL,43.9283347,2.1882483
Padel Club Albigeois,"3 rue Aimé Cathala, Puygouzon",OPERATIONAL,43.8929383,2.164092
Tennis Club d'Albi,"283 Av. Colonel Teyssier, Albi",OPERATIONAL,43.921671,2.1678059
Tennis club du Roucayrol - Les Matelles,"501 Chem. des Moulières, Les Matelles",OPERATIONAL,43.7264328,3.8134059
TENNIS CLUB DE VIOLS,"Anc. Chem. de Murles, Viols-le-Fort",OPERATIONAL,43.740694,3.708507
Tennis Club de Boisseron,"746 Av. Frédéric Mistral, Boisseron",OPERATIONAL,43.7543101,4.085701
Winwin Padel Club Des Haut De Nimes,"620 Chem. des Hauts de Nîmes, Nîmes",OPERATIONAL,43.8614564,4.2922449
HAUTS DE NIMES PADEL CLUB,"620 Chem. des Hauts de Nîmes, Nîmes",OPERATIONAL,43.8618717,4.292629
Tennis Padel Club Carreau de Lanes,"1530 Chem. du Carreau de Lanes, Nîmes",OPERATIONAL,43.82622569999999,4.3052321
Pro Padel,"200 Rue Paul Laurent, Nîmes",OPERATIONAL,43.8089352,4.3642619
My Padel Store,"Le Polygone, 1950 Av. Marechal Juin Bat B, Nîmes",OPERATIONAL,43.8165103,4.3349511
CLUB TENNIS FOREVER NIMES,"1530 Chem. du Carreau de Lanes, Nîmes",OPERATIONAL,43.8263106,4.3050576
AS BOUILLARGUES,"3 Chem. des Écureuils, Bouillargues",OPERATIONAL,43.799294,4.41709
TC BRIGNON,"Rue du Stade, Saint-Génies-de-Malgoirès",OPERATIONAL,43.987762,4.210696
TENNIS CLUB TARASCON,"Chem. des Prės Verts, Tarascon",OPERATIONAL,43.809959,4.673903
Pro Padel,"200 Rue Paul Laurent, Nîmes",OPERATIONAL,43.8089352,4.3642619
My Padel Store,"Le Polygone, 1950 Av. Marechal Juin Bat B, Nîmes",OPERATIONAL,43.8165103,4.3349511
AS BOUILLARGUES,"3 Chem. des Écureuils, Bouillargues",OPERATIONAL,43.799294,4.41709
Le Hangar - Foot & Padel,"370 All. des Issards, Rochefort-du-Gard",OPERATIONAL,43.9570899,4.7364584
BALL CONCEPT Monplaisir Futsal-Squash-Badminton-Padel tennis-foot5-Laser Concept-Laser Kart-Trike,"948 Rte de Realpanier, Avignon",OPERATIONAL,43.9521998,4.8707766
TENNIS CLUB TARASCON,"Chem. des Prės Verts, Tarascon",OPERATIONAL,43.809959,4.673903
VEDENE TENNIS CLUB,"résidence le Nelly, Saint-Saturnin-lès-Avignon",OPERATIONAL,43.978139,4.909164
TC ROCHEFORT,"complexe sportif j. galia, Les Angles",OPERATIONAL,43.9799766,4.6854653
Provence Padel,"126 Chem. des Confinés, Châteauneuf-de-Gadagne",OPERATIONAL,43.93779749999999,4.9504351
BALL CONCEPT Monplaisir Futsal-Squash-Badminton-Padel tennis-foot5-Laser Concept-Laser Kart-Trike,"948 Rte de Realpanier, Avignon",OPERATIONAL,43.9521998,4.8707766
T.C CAVAILLON,"Grand'Rue, Cheval-Blanc",OPERATIONAL,43.836605,5.040781
Tennis Club de Cavaillon,"Rue Chantiers de Jeunesse, Cavaillon",OPERATIONAL,43.8224082,5.0370161
TC CHEVALBLANAIS,"stade, Cheval-Blanc",OPERATIONAL,43.8038676,5.0685766
VEDENE TENNIS CLUB,"résidence le Nelly, Saint-Saturnin-lès-Avignon",OPERATIONAL,43.978139,4.909164
T.C. CHATEAURENARDAIS,"441 Av. Jean Mermoz, Châteaurenard",OPERATIONAL,43.880836,4.869396
T.C CAVAILLON,"Grand'Rue, Cheval-Blanc",OPERATIONAL,43.836605,5.040781
Tennis Club de Cavaillon,"Rue Chantiers de Jeunesse, Cavaillon",OPERATIONAL,43.8224082,5.0370161
TC CHEVALBLANAIS,"stade, Cheval-Blanc",OPERATIONAL,43.8038676,5.0685766
TENNIS CLUB GARGAS,"Rue des Sources, Gargas",OPERATIONAL,43.90322,5.357387999999999
TENNIS CLUB BONNIEUX,Bonnieux,OPERATIONAL,43.8244437,5.3061099
TENNIS CLUB GARGAS,"Rue des Sources, Gargas",OPERATIONAL,43.90322,5.357387999999999
TENNIS CLUB BONNIEUX,Bonnieux,OPERATIONAL,43.8244437,5.3061099
The manosque Sports Complex,"Rue de l'Origan, Manosque",OPERATIONAL,43.8017659,5.8105408
The manosque Sports Complex,"Rue de l'Origan, Manosque",OPERATIONAL,43.8017659,5.8105408
Tennis Club des Combes | Tennis & Padel,"768 Bd du Mercantour, Nice",OPERATIONAL,43.7451388,7.1875632
Gsem Tennis,"Chem. du Cimetière de l'Est, Nice",OPERATIONAL,43.7450337,7.303040999999999
TC CARROS,"37 Route Rte de la ZA de la Grave, Carros",OPERATIONAL,43.7667718,7.2020057
Tennis Padel Soleil,"1690 Avenue des Combattants en Afrique du N, Beausoleil",OPERATIONAL,43.7474014,7.419565200000001
Padel Eze - Côte d'Azur,"861 Bd du Maréchal Leclerc, Èze",OPERATIONAL,43.7335236,7.3532156
Tennis Club des Combes | Tennis & Padel,"768 Bd du Mercantour, Nice",OPERATIONAL,43.7451388,7.1875632
Tennis Club of Eze,"861 Bd du Maréchal Leclerc, Èze",OPERATIONAL,43.7335195,7.3532278
Gsem Tennis,"Chem. du Cimetière de l'Est, Nice",OPERATIONAL,43.7450337,7.303040999999999
Monte-Carlo International Sports,"41 Av. Hector Otto, Monaco",OPERATIONAL,43.73448279999999,7.413593100000001
TC CARROS,"37 Route Rte de la ZA de la Grave, Carros",OPERATIONAL,43.7667718,7.2020057
La Turbie Tennis Club,"514 Rte de la Tête de Chien 476, La Turbie",OPERATIONAL,43.7381514,7.400104999999999
Tennis Club Team Borfiga,"680 Rte de la Tête de Chien, La Turbie",OPERATIONAL,43.7367706,7.3999429
TC BEAUSOLEIL,"8 Av. Hector Otto, Beausoleil",OPERATIONAL,43.745598,7.416431999999999
Tennis de la Madone,"5 Rue Paul Morillot, Menton",OPERATIONAL,43.7673759,7.4870319
Tennis Padel Soleil,"1690 Avenue des Combattants en Afrique du N, Beausoleil",OPERATIONAL,43.7474014,7.419565200000001
Barabino Padel Center Sanremo,"Via Barabino, 12, Sanremo",OPERATIONAL,43.8095081,7.760909499999999
Tennis Padel Accademy Sanremo,"Str. Solaro, 109/B, Sanremo",OPERATIONAL,43.81378549999999,7.751063299999999
Sanremo Padel Team,"Corso Matuzia, 28, Sanremo",OPERATIONAL,43.80990269999999,7.757290100000001
Tennis padel Quadrifoglio,"Via Roma, 189, Vallecrosia",OPERATIONAL,43.7978897,7.6463999
Padel Solaro Sanremo,"Str. Solaro, 111, Sanremo",OPERATIONAL,43.8131644,7.749844899999999
Monte-Carlo International Sports,"41 Av. Hector Otto, Monaco",OPERATIONAL,43.73448279999999,7.413593100000001
TC BEAUSOLEIL,"8 Av. Hector Otto, Beausoleil",OPERATIONAL,43.745598,7.416431999999999
Tennis Club Dolceacqua,"Via Roma, Dolceacqua",OPERATIONAL,43.8444754,7.625049799999999
Tennis de la Madone,"5 Rue Paul Morillot, Menton",OPERATIONAL,43.7673759,7.4870319
Barabino Padel Center Sanremo,"Via Barabino, 12, Sanremo",OPERATIONAL,43.8095081,7.760909499999999
Don Quique Padel Imperia,"Via S. Lazzaro, 70, Imperia",OPERATIONAL,43.8812268,8.023303199999999
Tennis Padel Accademy Sanremo,"Str. Solaro, 109/B, Sanremo",OPERATIONAL,43.81378549999999,7.751063299999999
Sanremo Padel Team,"Corso Matuzia, 28, Sanremo",OPERATIONAL,43.80990269999999,7.757290100000001
Corcuera Padel Imperia,"Corso Salvador Allende, Imperia",OPERATIONAL,43.8800811,7.985904199999999
Padel Solaro Sanremo,"Str. Solaro, 111, Sanremo",OPERATIONAL,43.8131644,7.749844899999999
Don Quique Qupola Indoor Padel,"Località Ruggie, 1, Pontedassio",OPERATIONAL,43.9421124,8.0065958
Asd Padel Andora,"Via Capri, 21, Andora",OPERATIONAL,43.9469178,8.1398808
Don Quique Padel Imperia,"Via S. Lazzaro, 70, Imperia",OPERATIONAL,43.8812268,8.023303199999999
Vida Loca Padel Andora,"Via Sant'Angela, 5, Marina di Andora",OPERATIONAL,43.9578242,8.1423478
Corcuera Padel Imperia,"Corso Salvador Allende, Imperia",OPERATIONAL,43.8800811,7.985904199999999
Don Quique Qupola Indoor Padel,"Località Ruggie, 1, Pontedassio",OPERATIONAL,43.9421124,8.0065958
Padel Village,"Strada Porsani, Santo Stefano al mare",OPERATIONAL,43.8445587,7.908166400000001
Diano Padel Academy,"Via Cà Rossa, 55, Diano Marina",OPERATIONAL,43.9179878,8.086459099999999
Sporting Pinamare Andora Srl,"Viale Argentina, 5, Andora",OPERATIONAL,43.9582015,8.161378599999999
Tennis Club Cervo,"Via Steria, 49, Cervo",OPERATIONAL,43.9277468,8.1054453
V.I.P. Tennis Club Diano Marina,"Via Lucus Bormani, 30, Diano Marina",OPERATIONAL,43.9127197,8.0815839
ESPERIA Tennis Andora,"Via Sant'Angela, 5, Marina di Andora",OPERATIONAL,43.9579349,8.1432213
Asd Padel Andora,"Via Capri, 21, Andora",OPERATIONAL,43.9469178,8.1398808
Vida Loca Padel Andora,"Via Sant'Angela, 5, Marina di Andora",OPERATIONAL,43.9578242,8.1423478
Sporting Pinamare Andora Srl,"Viale Argentina, 5, Andora",OPERATIONAL,43.9582015,8.161378599999999
Tennis-Club de Mimizan,"5 Av. de Leslurgues, Mimizan",OPERATIONAL,44.2061391,-1.2719607
PADEL CLUB AGEN,"1371 Av. du Général Leclerc, Le Passage",OPERATIONAL,44.190302,0.615644
Agen Indoor,"1371 Av. du Général Leclerc, Agen",OPERATIONAL,44.19034569999999,0.6161409
PADEL CLUB AGEN,"1371 Av. du Général Leclerc, Le Passage",OPERATIONAL,44.190302,0.615644
Agen Indoor,"1371 Av. du Général Leclerc, Agen",OPERATIONAL,44.19034569999999,0.6161409
CASTELSARRASIN TENNIS CLUB,"Parc de clairfont, Castelsarrasin",OPERATIONAL,44.0521653,1.100051
CASTELSARRASIN TENNIS CLUB,"Parc de clairfont, Castelsarrasin",OPERATIONAL,44.0521653,1.100051
Padel Tolosa Montauban,"11 Rue Karl Marx, Montauban",OPERATIONAL,44.0412781,1.3630469
ASSOCIATION TENNIS MONTAUBAN A.T.M,"2145 Rte de Saint-Antonin, Montauban",OPERATIONAL,44.0394185,1.41276
Mam' Soccer 5 Padel,"Zone d'activité de la, Imp. de la Micalerie, Boisset-et-Gaujac",OPERATIONAL,44.0560906,4.0065913
TC BRIGNON,"Rue du Stade, Saint-Génies-de-Malgoirès",OPERATIONAL,43.987762,4.210696
TC RIBAUTE LES TAVERNES,"salle polyvalente, Ribaute-les-Tavernes",OPERATIONAL,44.035231,4.1013011
TC UZES,"Av. Maxime Pascal, Saint-Siffret",OPERATIONAL,44.01211199999999,4.419945999999999
TC BRIGNON,"Rue du Stade, Saint-Génies-de-Malgoirès",OPERATIONAL,43.987762,4.210696
TC UZES,"Av. Maxime Pascal, Saint-Siffret",OPERATIONAL,44.01211199999999,4.419945999999999
Tennis Club Les Roquettes,"Ancienne Route d'Orsan, Bagnols-sur-Cèze",OPERATIONAL,44.153313,4.640554
TC ROCHEFORT,"complexe sportif j. galia, Les Angles",OPERATIONAL,43.9799766,4.6854653
TC BAGNOLS MARCOULE,"1474 ch d'aubagnac, Bagnols-sur-Cèze",OPERATIONAL,44.138939,4.62915
ORANGE RAQUETTES CLUB,"FERME DES COURREGES, Pl. René Clair, Orange",OPERATIONAL,44.130672,4.831888
VEDENE TENNIS CLUB,"résidence le Nelly, Saint-Saturnin-lès-Avignon",OPERATIONAL,43.978139,4.909164
Tennis Club Les Roquettes,"Ancienne Route d'Orsan, Bagnols-sur-Cèze",OPERATIONAL,44.153313,4.640554
TC ROCHEFORT,"complexe sportif j. galia, Les Angles",OPERATIONAL,43.9799766,4.6854653
TC BAGNOLS MARCOULE,"1474 ch d'aubagnac, Bagnols-sur-Cèze",OPERATIONAL,44.138939,4.62915
Paddle Tennis Carpentras Asptt,"Av. Pierre de Coubertin, Carpentras",OPERATIONAL,44.0394441,5.056461
ORANGE RAQUETTES CLUB,"FERME DES COURREGES, Pl. René Clair, Orange",OPERATIONAL,44.130672,4.831888
TENNIS CLUB CARPENTRAS,"1 Av. du Comtat Venaissin, Carpentras",OPERATIONAL,44.0529041,5.0504547
VEDENE TENNIS CLUB,"résidence le Nelly, Saint-Saturnin-lès-Avignon",OPERATIONAL,43.978139,4.909164
Heat Sport - Foot Salle - PadWall,"ZA CAMP BERNARD 81 chemin des gayeres, Sablet",OPERATIONAL,44.1948233,4.9957573
Paddle Tennis Carpentras Asptt,"Av. Pierre de Coubertin, Carpentras",OPERATIONAL,44.0394441,5.056461
TENNIS CLUB CARPENTRAS,"1 Av. du Comtat Venaissin, Carpentras",OPERATIONAL,44.0529041,5.0504547
Padel Arena Loano,"Viale Libia, 3, Loano",OPERATIONAL,44.129375,8.259262099999999
Hanbury Tennis Club,"Via Michelangelo, 12, Alassio",OPERATIONAL,44.0060226,8.1667635
A.S.D. Fitness Club,"Via dell'agricoltura e dell'artigianato 13, Toirano",OPERATIONAL,44.12366859999999,8.2223706
Campi da Tennis via del roggetto,Albenga,OPERATIONAL,44.0533667,8.2107776
Tennis Club Albenga,"Viale Olimpia, 1, Albenga",OPERATIONAL,44.0527241,8.205749599999999
Magnolia Sporting Club Albenga,"Via Isonzo, 22, Albenga",OPERATIONAL,44.0502621,8.2184001
Padel Arena Loano,"Viale Libia, 3, Loano",OPERATIONAL,44.129375,8.259262099999999
Hanbury Tennis Club,"Via Michelangelo, 12, Alassio",OPERATIONAL,44.0060226,8.1667635
A.S.D. Fitness Club,"Via dell'agricoltura e dell'artigianato 13, Toirano",OPERATIONAL,44.12366859999999,8.2223706
Campi da Tennis via del roggetto,Albenga,OPERATIONAL,44.0533667,8.2107776
Tennis Club Albenga,"Viale Olimpia, 1, Albenga",OPERATIONAL,44.0527241,8.205749599999999
Biscarrosse Olympique Tennis Club,"1359 Av. du Pyla, Biscarrosse",OPERATIONAL,44.4530588,-1.2380877
Tennis-Club de Mimizan,"5 Av. de Leslurgues, Mimizan",OPERATIONAL,44.2061391,-1.2719607
BISCARROSSE OLYMPIQUE TC,"146 Rue des Muletiers, Biscarrosse",OPERATIONAL,44.392929,-1.15514
BISCARROSSE OLYMPIQUE TC,"146 Rue des Muletiers, Biscarrosse",OPERATIONAL,44.392929,-1.15514
BAZAS RAQUETTE,"1 bis Av. de la République, Bazas",OPERATIONAL,44.433582,-0.224189
Tennis Club Villeneuvois,"Stade de la Myre Mory, Villeneuve-sur-Lot",OPERATIONAL,44.3909673,0.711353
VILLEFRANCHE DE ROUERGUE T.C,Villefranche-de-Rouergue,OPERATIONAL,44.3553514,1.9987625
RODEZ TENNIS PADEL,"316 All. du Parc, Onet-le-Château",OPERATIONAL,44.401173,2.563785
Padel Tolosa Rodez,"ZA les Amourals, Luc-la-Primaube",OPERATIONAL,44.3153745,2.5594828
Tennis Club,"Rte de la Vallée, Luc-la-Primaube",OPERATIONAL,44.2880233,2.5605008
TC BARJAC,"Route d'Alès, Barjac",OPERATIONAL,44.3022965,4.3431844
TC BARJAC,"Route d'Alès, Barjac",OPERATIONAL,44.3022965,4.3431844
LAPALUD TENNIS CLUB,"18 Rue Basse des Pêcheurs, Lapalud",OPERATIONAL,44.30412,4.688778
SAINT MARTIN D'ARDECHE T.C.,"11 rue de l'église, Bidon",OPERATIONAL,44.3018102,4.5656713
TEAM PADEL,"CHEMIN DU CAIRON Z.A. NOTRE DAME, Mondragon",OPERATIONAL,44.2634333,4.7085066
LAPALUD TENNIS CLUB,"18 Rue Basse des Pêcheurs, Lapalud",OPERATIONAL,44.30412,4.688778
SAINT MARTIN D'ARDECHE T.C.,"11 rue de l'église, Bidon",OPERATIONAL,44.3018102,4.5656713
Tennis Club de Grignan,"Quartier Eautagne, Grignan",OPERATIONAL,44.4159455,4.9051943
GRIGNAN TENNIS CLUB,"Quartier, Eautagne, Grignan",OPERATIONAL,44.4155812,4.9063029
Tennis Club,"Espace 2003, Saint-Paul-Trois-Châteaux",OPERATIONAL,44.3538742,4.781754299999999
Tennis club de Mirabel Piégon,"Les Sablières, Mirabel-aux-Baronnies",OPERATIONAL,44.3136466,5.0969107
MIRABEL PIEGON TENNIS CLUB,"lotissement des, Lotissement les Saffres, Mirabel-aux-Baronnies",OPERATIONAL,44.303452,5.056585
TENNIS CLUB VAISON,"Ferme des Arts, Vaison-la-Romaine",OPERATIONAL,44.244068,5.073993
Tennis Club de Grignan,"Quartier Eautagne, Grignan",OPERATIONAL,44.4159455,4.9051943
GRIGNAN TENNIS CLUB,"Quartier, Eautagne, Grignan",OPERATIONAL,44.4155812,4.9063029
Tennis club de Mirabel Piégon,"Les Sablières, Mirabel-aux-Baronnies",OPERATIONAL,44.3136466,5.0969107
MIRABEL PIEGON TENNIS CLUB,"lotissement des, Lotissement les Saffres, Mirabel-aux-Baronnies",OPERATIONAL,44.303452,5.056585
TENNIS CLUB VAISON,"Ferme des Arts, Vaison-la-Romaine",OPERATIONAL,44.244068,5.073993
Tennis Club Barcelonnette,"34 All. des Dames, Barcelonnette",OPERATIONAL,44.3848816,6.6585481
Padel Vis Cuneo,"Viale degli Angeli, 33, Cuneo",OPERATIONAL,44.3796009,7.5462682
Tennis Club Caraglio,"Via Milano, 15, Caraglio",OPERATIONAL,44.4136804,7.4253437
Tennis - A. S. D. Cuneese Tennis,"Corso Monviso, 8, Cuneo",OPERATIONAL,44.38367179999999,7.5333918
Associazione Sportiva Dilettantistica Olmo,"Via della Battaglia, 103, Cuneo",OPERATIONAL,44.4172264,7.535899899999999
Tennis Park,"Via Parco della Gioventù, 2, Cuneo",OPERATIONAL,44.3884868,7.553534900000001
Boves Padel Club,"Via Cuneo, 151, Boves",OPERATIONAL,44.3532172,7.5582813
Area Padel Prato Nevoso,"Via Corona Boreale, 45, Prato Nevoso",OPERATIONAL,44.25260189999999,7.7810686
Padel Vis Cuneo,"Viale degli Angeli, 33, Cuneo",OPERATIONAL,44.3796009,7.5462682
Tennis Club Caraglio,"Via Milano, 15, Caraglio",OPERATIONAL,44.4136804,7.4253437
Mondovì Sporting Padel Club,"Strada delle Oche, 10, Mondovì",OPERATIONAL,44.37300399999999,7.8172462
Area Padel Prato Nevoso,"Via Corona Boreale, 45, Prato Nevoso",OPERATIONAL,44.25260189999999,7.7810686
Padel Savona - SSD Savona Sport a R.L.,"Via alla Rocca, 62, Savona",OPERATIONAL,44.3047529,8.4605227
Dive padel,"Località Spinetta, 81, Case Lidora",OPERATIONAL,44.365688,8.2677064
Padel Ferrania,"Viale della Libertà, 66, Ferrania",OPERATIONAL,44.3586471,8.3179683
BOCA Savona Padel S.S.D. a R.L.,"Via Stalingrado, 15r, Savona",OPERATIONAL,44.3013023,8.4659332
Padel Touch Bassin D'Arcachon,"247 Av. Abbé Edmé Mariotte, La Teste-de-Buch",OPERATIONAL,44.607642,-1.121742
Paddle Arcachon,"7 Av. du Parc, Arcachon",OPERATIONAL,44.651364,-1.1900827
Tennis Club La Teste de Buch,"Rue Gilbert Moga, La Teste-de-Buch",OPERATIONAL,44.6216959,-1.1183473
Biscarrosse Olympique Tennis Club,"1359 Av. du Pyla, Biscarrosse",OPERATIONAL,44.4530588,-1.2380877
GUJAN MESTRAS TC,"Rue Dejean Castaing, Gujan-Mestras",OPERATIONAL,44.635731,-1.071189
CAZAUX TC,"68 Rue Raymond Sanchez, CAZAUX",OPERATIONAL,44.5458374,-1.1457899
TENNIS CLUB ARCACHON,"7 Av. du Parc, Arcachon",OPERATIONAL,44.6509907,-1.1898647
Tennis Club de Gujan Mestras,"121 Route Grands Lacs, Gujan-Mestras",OPERATIONAL,44.6251044,-1.1079782
Padel Touch Bassin D'Arcachon,"247 Av. Abbé Edmé Mariotte, La Teste-de-Buch",OPERATIONAL,44.607642,-1.121742
Tennis Club La Teste de Buch,"Rue Gilbert Moga, La Teste-de-Buch",OPERATIONAL,44.6216959,-1.1183473
GUJAN MESTRAS TC,"Rue Dejean Castaing, Gujan-Mestras",OPERATIONAL,44.635731,-1.071189
CAZAUX TC,"68 Rue Raymond Sanchez, CAZAUX",OPERATIONAL,44.5458374,-1.1457899
TENNIS CLUB DU DELTA LE TEICH,"Plaine des Sports, Le Teich",OPERATIONAL,44.6149397,-1.033744
